integer-1,integer-1,integer-1,integer-1,decimal-1,decimal-1,decimal-1,decimal-1,varchar-4,varchar-4,date-1,date-1,date-1,varchar-28,varchar-12,varchar-48
17345,794,95,2,13,22032.27,0.00,0.04,N,O,1995-11-29,1995-10-31,1995-12-11,DELIVER IN PERSON        ,AIR       ,nstructions 
17379,1371,48,2,9,11451.33,0.09,0.07,N,O,1995-08-19,1995-10-08,1995-08-23,DELIVER IN PERSON        ,AIR       ,its affix aro
17380,1667,91,4,20,31373.20,0.05,0.06,N,O,1998-06-03,1998-05-15,1998-06-21,DELIVER IN PERSON        ,AIR       ,y even accounts 
17381,1706,91,2,24,38584.80,0.03,0.01,R,F,1993-10-09,1993-11-13,1993-11-04,DELIVER IN PERSON        ,AIR       ,lyly accord
17413,1397,36,2,15,19475.85,0.04,0.03,N,O,1996-04-10,1996-03-15,1996-04-11,DELIVER IN PERSON        ,AIR       ,deposits. silent
17569,1659,42,4,30,46819.50,0.07,0.05,N,O,1997-09-21,1997-09-11,1997-10-04,DELIVER IN PERSON        ,AIR       ,old deposits. even a
17701,513,14,3,17,24029.67,0.02,0.03,A,F,1992-08-08,1992-08-03,1992-08-20,DELIVER IN PERSON        ,AIR       ,ngly regular asy
17702,947,16,4,23,42502.62,0.00,0.01,A,F,1992-06-03,1992-06-09,1992-06-04,DELIVER IN PERSON        ,AIR       ,"arefully. even, expre"
17796,128,29,2,7,7196.84,0.00,0.04,N,F,1995-05-28,1995-05-29,1995-06-22,DELIVER IN PERSON        ,AIR       ,"ely. unusual, furious escapades cajo"
17830,353,38,1,19,23813.65,0.10,0.06,N,O,1996-12-22,1996-11-20,1997-01-15,DELIVER IN PERSON        ,AIR       ,uests. carefully ironic w
17858,1550,91,4,15,21773.25,0.03,0.02,R,F,1993-10-20,1993-12-11,1993-10-24,DELIVER IN PERSON        ,AIR       ," packages. even, unusual d"
17895,1308,47,1,25,30232.50,0.04,0.02,N,O,1996-11-21,1996-11-07,1996-11-25,DELIVER IN PERSON        ,AIR       ,e even dolphins. regular 
17925,1194,95,1,14,15332.66,0.02,0.07,A,F,1992-12-03,1992-12-20,1992-12-31,DELIVER IN PERSON        ,AIR       ,ke despite the blithely even ac
17953,1304,19,4,1,1205.30,0.10,0.04,R,F,1992-09-24,1992-11-13,1992-10-07,DELIVER IN PERSON        ,AIR       ,"bold instructions are. express, bold inst"
18081,566,97,3,27,39597.12,0.10,0.06,N,O,1997-01-03,1996-11-30,1997-01-27,DELIVER IN PERSON        ,AIR       ,leep about the s
18114,941,76,3,17,31312.98,0.10,0.05,N,O,1997-02-17,1997-02-10,1997-02-19,DELIVER IN PERSON        ,AIR       ,uests about t
18150,1164,65,2,12,12781.92,0.03,0.06,N,O,1997-05-11,1997-06-21,1997-06-02,DELIVER IN PERSON        ,AIR       ,s accounts boost quickly after the regul
18183,1548,89,1,10,14495.40,0.08,0.08,N,O,1997-02-06,1997-01-30,1997-02-24,DELIVER IN PERSON        ,AIR       ,fily packages. caref
18208,555,46,1,27,39299.85,0.10,0.03,A,F,1992-07-07,1992-05-04,1992-07-08,DELIVER IN PERSON        ,AIR       ,sly about the never regular asymptotes
18211,798,63,2,21,35674.59,0.01,0.07,N,O,1996-08-16,1996-09-25,1996-09-12,DELIVER IN PERSON        ,AIR       ,fluffily final 
18307,1310,87,2,18,21803.58,0.01,0.02,R,F,1993-02-27,1993-04-25,1993-03-17,DELIVER IN PERSON        ,AIR       , ideas. final sheav
18343,1650,74,1,8,12413.20,0.10,0.01,N,O,1998-07-17,1998-06-22,1998-08-03,DELIVER IN PERSON        ,AIR       ,ithely pen
18404,420,21,2,25,33010.50,0.07,0.02,N,O,1998-05-28,1998-06-24,1998-06-07,DELIVER IN PERSON        ,AIR       ,g accounts sleep fluffily alo
18469,97,48,3,21,20938.89,0.05,0.06,N,O,1998-07-10,1998-09-12,1998-07-31,DELIVER IN PERSON        ,AIR       ,ter the blithely ironic accounts. 
18528,1773,74,5,4,6699.08,0.06,0.03,N,O,1995-07-13,1995-06-14,1995-07-31,DELIVER IN PERSON        ,AIR       ,ccounts detect furiously deposi
18562,231,13,3,2,2262.46,0.05,0.00,N,O,1996-04-17,1996-02-07,1996-05-06,DELIVER IN PERSON        ,AIR       , slyly final theodolites. accounts believ
18657,1750,93,1,24,39642.00,0.03,0.05,N,O,1997-05-04,1997-05-11,1997-05-24,DELIVER IN PERSON        ,AIR       , even frets after the
18657,884,18,6,1,1784.88,0.10,0.05,N,O,1997-02-27,1997-03-20,1997-03-17,DELIVER IN PERSON        ,AIR       ,ithely regular dependencies na
18660,98,74,5,30,29942.70,0.08,0.00,N,O,1998-04-14,1998-04-25,1998-04-27,DELIVER IN PERSON        ,AIR       ,nusual theodolites
18787,710,75,2,15,24160.65,0.05,0.08,R,F,1994-12-03,1994-11-26,1994-12-22,DELIVER IN PERSON        ,AIR       ,sts sleep carefully. car
18820,407,37,5,13,16996.20,0.07,0.08,R,F,1995-06-02,1995-03-25,1995-06-03,DELIVER IN PERSON        ,AIR       ,about the slyly ironic
19078,1948,37,4,20,36998.80,0.08,0.07,A,F,1994-11-13,1994-09-04,1994-11-19,DELIVER IN PERSON        ,AIR       ,tes. ironic deposits wake
19105,1539,40,1,14,20167.42,0.07,0.03,R,F,1995-01-27,1994-12-31,1995-02-26,DELIVER IN PERSON        ,AIR       ,onic theodolites wake furious
19139,1981,14,1,12,22595.76,0.00,0.06,R,F,1993-12-17,1994-02-26,1993-12-26,DELIVER IN PERSON        ,AIR       ,lites. silent accou
19139,205,6,3,30,33156.00,0.04,0.05,A,F,1994-03-18,1994-03-01,1994-04-13,DELIVER IN PERSON        ,AIR       ,gular pinto beans affix even accounts. 
19171,1436,37,4,18,24073.74,0.03,0.02,N,O,1996-10-19,1996-11-22,1996-11-09,DELIVER IN PERSON        ,AIR       ,g furiously unusual pinto beans. slyl
19175,112,65,5,26,26314.86,0.09,0.00,R,F,1994-10-25,1994-09-25,1994-11-24,DELIVER IN PERSON        ,AIR       , ironic ideas. quickly express the
19203,200,53,4,6,6601.20,0.10,0.06,N,O,1996-10-10,1996-09-07,1996-10-30,DELIVER IN PERSON        ,AIR       ,thely furiously enticing account
19204,926,29,6,20,36538.40,0.08,0.06,A,F,1994-12-19,1994-11-13,1994-12-23,DELIVER IN PERSON        ,AIR       ,sentiments must haggle furiously re
19234,420,21,2,8,10563.36,0.07,0.08,A,F,1994-04-24,1994-04-12,1994-05-19,DELIVER IN PERSON        ,AIR       ,y pending requests. carefully b
19335,616,48,3,10,15166.10,0.03,0.07,N,O,1997-10-09,1997-11-29,1997-11-02,DELIVER IN PERSON        ,AIR       ,ly ironic theodolites use furiously reg
19361,1883,13,3,29,51761.52,0.06,0.03,R,F,1992-11-13,1992-12-06,1992-11-24,DELIVER IN PERSON        ,AIR       ,"o the ironic, regular accounts hag"
19394,1946,91,3,13,24023.22,0.10,0.04,R,F,1993-01-10,1993-02-04,1993-01-16,DELIVER IN PERSON        ,AIR       ,dencies boost slyly. fluffily
19429,764,97,6,20,33295.20,0.08,0.01,A,F,1994-08-31,1994-11-02,1994-09-09,DELIVER IN PERSON        ,AIR       , quickly final pinto beans. 
19488,1627,69,5,27,41272.74,0.04,0.01,N,O,1998-09-02,1998-09-18,1998-09-19,DELIVER IN PERSON        ,AIR       , use carefully across the carefully 
19492,153,54,4,15,15797.25,0.07,0.08,R,F,1994-04-01,1994-02-07,1994-04-06,DELIVER IN PERSON        ,AIR       ,ctions haggle packages. packages acro
19527,894,28,1,27,48462.03,0.07,0.08,N,O,1996-07-21,1996-07-27,1996-08-11,DELIVER IN PERSON        ,AIR       ,al pinto beans hinder quickly pa
19527,635,67,3,30,46068.90,0.00,0.06,N,O,1996-07-20,1996-09-07,1996-08-11,DELIVER IN PERSON        ,AIR       ,requests. carefully iron
19557,1550,71,1,30,43546.50,0.04,0.08,N,O,1996-01-24,1995-11-30,1996-01-25,DELIVER IN PERSON        ,AIR       ,"ly final courts. regular, "
19652,929,64,4,19,34768.48,0.07,0.01,R,F,1992-10-02,1992-08-08,1992-10-03,DELIVER IN PERSON        ,AIR       ,nic dolphi
19749,935,38,5,17,31210.81,0.04,0.08,N,O,1997-06-18,1997-05-04,1997-06-20,DELIVER IN PERSON        ,AIR       ,furiously regular deposits are carefully e
19808,695,89,2,2,3191.38,0.00,0.04,N,O,1996-08-01,1996-08-20,1996-08-11,DELIVER IN PERSON        ,AIR       ,"the slyly even pinto beans. pending, "
20003,1421,22,2,10,13224.20,0.09,0.07,R,F,1992-04-20,1992-04-23,1992-05-04,DELIVER IN PERSON        ,AIR       , blithely regula
20004,372,57,2,26,33081.62,0.03,0.01,N,O,1996-09-01,1996-08-17,1996-09-13,DELIVER IN PERSON        ,AIR       ,y ironic requests are 
20099,1238,13,4,24,27341.52,0.03,0.02,N,O,1997-11-08,1997-11-03,1997-11-26,DELIVER IN PERSON        ,AIR       ,ld asymptotes cajole carefully slyly pendin
20129,1931,32,1,4,7331.72,0.04,0.04,N,O,1997-06-04,1997-07-05,1997-06-24,DELIVER IN PERSON        ,AIR       ,e above the carefully final
20387,707,4,3,29,46623.30,0.07,0.07,N,O,1997-08-03,1997-07-27,1997-08-04,DELIVER IN PERSON        ,AIR       ,sly ironic requests 
20450,916,19,2,5,9084.55,0.06,0.06,R,F,1993-04-05,1993-01-25,1993-04-23,DELIVER IN PERSON        ,AIR       ,daring instructions haggle quickl
20451,1269,44,6,20,23405.20,0.01,0.00,A,F,1992-09-20,1992-08-17,1992-09-26,DELIVER IN PERSON        ,AIR       ,refully ironic theodolites wake flu
20516,1009,10,3,13,11830.00,0.08,0.00,N,O,1996-05-17,1996-05-18,1996-05-21,DELIVER IN PERSON        ,AIR       ,. unusual deposits haggle 
20612,1082,18,4,4,3932.32,0.08,0.04,N,O,1997-01-03,1997-02-02,1997-01-17,DELIVER IN PERSON        ,AIR       ,aters arou
20742,1686,69,2,26,41279.68,0.07,0.02,A,F,1992-01-29,1992-03-16,1992-02-24,DELIVER IN PERSON        ,AIR       ,thely brave ideas in place of the quickl
20772,1511,32,3,11,15537.61,0.00,0.03,A,F,1993-09-27,1993-08-10,1993-09-29,DELIVER IN PERSON        ,AIR       ,x-ray. fluffily bold deposits caj
20804,1275,87,7,18,21172.86,0.06,0.03,N,O,1995-12-15,1996-01-04,1996-01-12,DELIVER IN PERSON        ,AIR       ,"e final, express requests. final"
20807,111,12,6,23,23255.53,0.08,0.00,A,F,1992-08-10,1992-08-27,1992-08-29,DELIVER IN PERSON        ,AIR       ,theodolites. quickly ir
20835,5,31,2,1,905.00,0.02,0.08,N,O,1996-03-18,1996-03-17,1996-04-01,DELIVER IN PERSON        ,AIR       ,dependencies between the carefull
20896,69,95,1,28,27133.68,0.06,0.07,A,F,1993-04-03,1993-03-25,1993-04-28,DELIVER IN PERSON        ,AIR       ,riously pending theodolites? s
20900,1211,49,1,16,17795.36,0.07,0.03,A,F,1994-01-14,1994-02-17,1994-01-25,DELIVER IN PERSON        ,AIR       , packages above the ex
20934,1194,3,4,18,19713.42,0.02,0.01,A,F,1993-03-11,1993-03-01,1993-03-25,DELIVER IN PERSON        ,AIR       ,"y ironic, unusual theodolites. quic"
20999,839,39,5,2,3479.66,0.06,0.02,N,O,1997-08-07,1997-06-03,1997-08-24,DELIVER IN PERSON        ,AIR       ,. furiously eve
21123,1828,72,6,26,44975.32,0.08,0.03,N,O,1998-11-14,1998-09-22,1998-11-29,DELIVER IN PERSON        ,AIR       ,uriously regular ins
21125,1063,34,3,8,7712.48,0.10,0.03,A,F,1995-03-16,1995-03-31,1995-04-08,DELIVER IN PERSON        ,AIR       ,ts affix q
21152,165,92,2,24,25563.84,0.05,0.07,N,O,1997-12-30,1997-11-25,1998-01-20,DELIVER IN PERSON        ,AIR       ,ts; even accounts are careful
21156,169,70,4,23,24590.68,0.10,0.00,N,O,1997-06-05,1997-06-20,1997-07-03,DELIVER IN PERSON        ,AIR       ,thely fluffily special re
21186,698,30,2,17,27177.73,0.07,0.03,A,F,1992-07-20,1992-06-27,1992-07-24,DELIVER IN PERSON        ,AIR       ,ongside of the fluf
21378,522,23,1,26,36985.52,0.06,0.06,N,O,1995-10-02,1995-10-05,1995-10-25,DELIVER IN PERSON        ,AIR       , to the blit
21408,687,19,1,9,14289.12,0.02,0.02,N,O,1997-12-12,1997-11-15,1998-01-03,DELIVER IN PERSON        ,AIR       , unusual accounts wake fur
21440,345,2,1,24,29888.16,0.06,0.08,A,F,1993-01-21,1993-02-04,1993-01-30,DELIVER IN PERSON        ,AIR       ,", pending platelets."
21703,298,99,5,16,19172.64,0.08,0.06,R,F,1994-04-01,1994-04-23,1994-04-09,DELIVER IN PERSON        ,AIR       ,sleep furiously. blithely bold
21794,1930,75,6,29,53125.97,0.01,0.03,R,F,1994-07-08,1994-08-15,1994-07-27,DELIVER IN PERSON        ,AIR       ,slyly final accounts cajole blithely care
21795,1705,90,2,24,38560.80,0.03,0.07,R,F,1993-09-30,1993-07-25,1993-10-20,DELIVER IN PERSON        ,AIR       ,ong the foxes. accounts nag. blithely even
21826,1100,36,4,1,1001.10,0.10,0.08,N,O,1996-06-12,1996-04-27,1996-06-23,DELIVER IN PERSON        ,AIR       ,final packages. carefully unusu
21858,419,20,7,21,27707.61,0.03,0.08,N,O,1998-01-18,1997-12-10,1998-02-06,DELIVER IN PERSON        ,AIR       ,s regular deposits about the slyly
21889,184,11,5,11,11925.98,0.02,0.00,A,F,1993-07-17,1993-05-17,1993-07-30,DELIVER IN PERSON        ,AIR       ,ubt furiou
21893,26,2,5,29,26854.58,0.08,0.06,N,O,1996-02-16,1996-01-10,1996-03-13,DELIVER IN PERSON        ,AIR       ,s. furiously special d
22021,622,54,4,19,28929.78,0.04,0.02,N,O,1996-08-15,1996-08-08,1996-08-19,DELIVER IN PERSON        ,AIR       ,ial pinto beans haggle quietly regula
22022,1507,48,1,14,19719.00,0.09,0.02,R,F,1993-07-12,1993-05-29,1993-07-19,DELIVER IN PERSON        ,AIR       , ruthlessly carefully special tithes: blit
22114,884,18,1,1,1784.88,0.08,0.06,N,O,1996-04-02,1996-05-16,1996-05-01,DELIVER IN PERSON        ,AIR       ,", ironic platelets. slyly regular r"
22116,742,75,5,6,9856.44,0.01,0.03,N,O,1996-08-20,1996-09-28,1996-09-02,DELIVER IN PERSON        ,AIR       ,egular requests wake 
22117,79,5,4,2,1958.14,0.01,0.06,A,F,1993-10-03,1993-10-03,1993-11-02,DELIVER IN PERSON        ,AIR       ,cies. even theodolites a
22146,528,59,4,26,37141.52,0.08,0.02,N,O,1998-07-12,1998-08-11,1998-08-04,DELIVER IN PERSON        ,AIR       ,c deposits. slyly pending accounts are bli
22211,1076,82,3,3,2931.21,0.07,0.06,N,O,1995-12-14,1995-12-31,1996-01-13,DELIVER IN PERSON        ,AIR       ,s grow. foxes shall sleep
22245,220,2,2,2,2240.44,0.06,0.01,R,F,1994-06-19,1994-07-20,1994-07-01,DELIVER IN PERSON        ,AIR       ,ously even sauternes. carefully final
22337,226,81,3,3,3378.66,0.00,0.04,N,O,1996-06-01,1996-05-23,1996-06-21,DELIVER IN PERSON        ,AIR       , dolphins. slyly even 
22371,364,49,2,8,10114.88,0.08,0.07,A,F,1994-06-10,1994-06-29,1994-06-20,DELIVER IN PERSON        ,AIR       ,ments. quickly sile
22371,1600,41,3,1,1501.60,0.03,0.03,R,F,1994-05-01,1994-06-06,1994-05-19,DELIVER IN PERSON        ,AIR       ,ding instructions cajole ironic request
22529,631,32,1,22,33695.86,0.05,0.07,A,F,1993-05-27,1993-07-15,1993-06-15,DELIVER IN PERSON        ,AIR       ,"ter the final, furious ex"
22595,522,23,7,2,2845.04,0.09,0.06,N,O,1996-05-01,1996-06-11,1996-05-06,DELIVER IN PERSON        ,AIR       , slyly final requests cajole blith
22628,637,69,4,24,36903.12,0.06,0.03,R,F,1994-12-05,1995-01-14,1994-12-18,DELIVER IN PERSON        ,AIR       ,ncies nag per
22689,1130,31,1,9,9280.17,0.01,0.08,N,O,1996-01-05,1996-01-06,1996-02-01,DELIVER IN PERSON        ,AIR       ,longside of the careful
22788,236,91,4,3,3408.69,0.03,0.03,N,O,1998-06-07,1998-07-21,1998-07-04,DELIVER IN PERSON        ,AIR       ,depths: fluffily regular warthogs
22789,1324,39,2,27,33083.64,0.01,0.04,N,O,1996-05-08,1996-04-05,1996-05-10,DELIVER IN PERSON        ,AIR       ,furiously pending requests-- special i
22854,945,46,3,26,47994.44,0.09,0.01,N,O,1996-11-10,1996-10-26,1996-11-15,DELIVER IN PERSON        ,AIR       ,g the regular foxes nag blithely along t
22855,1196,69,2,14,15360.66,0.00,0.08,N,O,1997-10-18,1997-09-19,1997-10-21,DELIVER IN PERSON        ,AIR       , wake carefully at the regula
22918,1418,97,6,29,38262.89,0.08,0.02,N,O,1996-02-24,1996-04-09,1996-03-09,DELIVER IN PERSON        ,AIR       ,counts are against the slyly ironic
22946,1024,60,4,23,21275.46,0.09,0.07,R,F,1994-01-13,1994-03-18,1994-01-30,DELIVER IN PERSON        ,AIR       ,eans. fluffily fin
22980,1355,70,1,17,21357.95,0.06,0.04,A,F,1993-01-01,1992-11-29,1993-01-25,DELIVER IN PERSON        ,AIR       ,s! ironical
23136,125,52,2,11,11276.32,0.05,0.02,R,F,1994-12-11,1994-11-07,1994-12-12,DELIVER IN PERSON        ,AIR       , furiously acr
23141,490,49,2,9,12514.41,0.01,0.03,N,O,1997-10-11,1997-11-05,1997-10-20,DELIVER IN PERSON        ,AIR       ,cajole furiously around the 
23235,109,36,3,5,5045.50,0.03,0.08,N,O,1995-08-22,1995-08-11,1995-08-25,DELIVER IN PERSON        ,AIR       ,ecial packages cajole carefull
23238,607,8,6,26,39197.60,0.03,0.00,R,F,1993-05-29,1993-05-30,1993-06-25,DELIVER IN PERSON        ,AIR       ,s cajole s
23363,847,47,4,20,34956.80,0.03,0.00,R,F,1992-07-12,1992-08-23,1992-08-04,DELIVER IN PERSON        ,AIR       ,furiously silent instru
23366,1805,6,3,5,8534.00,0.06,0.01,R,F,1993-12-09,1994-01-10,1993-12-13,DELIVER IN PERSON        ,AIR       ,equests. slyly careful idea
23427,1230,42,1,2,2262.46,0.00,0.08,N,O,1995-11-06,1995-10-23,1995-11-10,DELIVER IN PERSON        ,AIR       ,usly slyly unusual theodolites. slyly ex
23521,1055,56,3,6,5736.30,0.04,0.06,N,O,1998-04-02,1998-05-04,1998-04-04,DELIVER IN PERSON        ,AIR       , pending pinto 
23524,1520,21,5,25,35538.00,0.02,0.07,A,F,1994-06-05,1994-07-16,1994-06-25,DELIVER IN PERSON        ,AIR       ,ents. furiously ironic packages are
23618,1098,4,1,4,3996.36,0.08,0.03,R,F,1993-01-14,1992-12-31,1993-01-17,DELIVER IN PERSON        ,AIR       ,boldly special requests use quic
23686,38,39,1,7,6566.21,0.01,0.01,N,O,1996-12-05,1997-01-26,1996-12-25,DELIVER IN PERSON        ,AIR       ,eposits after the furious
23749,928,97,4,4,7315.68,0.00,0.00,N,O,1997-05-21,1997-03-08,1997-06-01,DELIVER IN PERSON        ,AIR       ,s haggle slyly again
23842,1349,88,4,24,30008.16,0.03,0.00,R,F,1993-10-23,1993-12-05,1993-11-11,DELIVER IN PERSON        ,AIR       ,iously special dep
23938,650,13,1,16,24810.40,0.03,0.05,N,O,1997-03-31,1997-02-03,1997-04-04,DELIVER IN PERSON        ,AIR       ,ding platelets 
23972,210,11,1,29,32196.09,0.07,0.02,R,F,1993-10-26,1993-10-20,1993-11-20,DELIVER IN PERSON        ,AIR       ,c instructions nag about the foxes. iron
24003,1449,67,1,21,28359.24,0.04,0.05,R,F,1995-01-23,1994-12-04,1995-02-19,DELIVER IN PERSON        ,AIR       , deposits use quickly r
24007,1397,12,7,20,25967.80,0.06,0.00,A,F,1993-11-23,1993-11-03,1993-12-20,DELIVER IN PERSON        ,AIR       ,usual ideas. quickly even 
24165,371,100,1,7,8899.59,0.05,0.02,R,F,1995-03-15,1995-01-22,1995-03-28,DELIVER IN PERSON        ,AIR       , the unusual request
24198,650,51,3,22,34114.30,0.01,0.01,R,F,1995-02-25,1995-04-04,1995-03-20,DELIVER IN PERSON        ,AIR       ,ar courts cajole slyly after 
24229,835,35,4,30,52074.90,0.05,0.02,N,O,1996-11-21,1996-10-13,1996-11-25,DELIVER IN PERSON        ,AIR       ,special pinto beans. pe
24230,1884,85,3,6,10715.28,0.05,0.01,N,O,1997-02-06,1996-12-21,1997-03-06,DELIVER IN PERSON        ,AIR       ,carefully bold deposits al
24294,1699,41,3,5,8003.45,0.05,0.07,R,F,1994-10-13,1994-10-21,1994-10-28,DELIVER IN PERSON        ,AIR       ,slyly clos
24294,1322,61,5,14,17126.48,0.02,0.05,R,F,1994-09-03,1994-10-10,1994-09-30,DELIVER IN PERSON        ,AIR       ,"ng sauternes. express, ironic foxe"
24323,787,52,5,19,32067.82,0.06,0.05,N,O,1997-09-18,1997-07-28,1997-10-10,DELIVER IN PERSON        ,AIR       ,"riously express ideas. ironic, "
24417,1752,79,5,28,46305.00,0.09,0.06,N,O,1998-10-24,1998-08-17,1998-10-29,DELIVER IN PERSON        ,AIR       , unusual dolphins. blithely final deposits
24421,224,79,2,9,10117.98,0.06,0.02,N,O,1997-09-10,1997-09-27,1997-09-14,DELIVER IN PERSON        ,AIR       ,ouches cajole quickly unusual de
24422,1090,91,2,14,13875.26,0.03,0.08,N,O,1996-03-18,1996-02-18,1996-04-10,DELIVER IN PERSON        ,AIR       ,requests h
24519,805,6,5,9,15352.20,0.03,0.03,N,O,1995-07-03,1995-08-12,1995-07-20,DELIVER IN PERSON        ,AIR       ,ests cajole slyly fu
24577,1715,100,3,29,46884.59,0.05,0.03,R,F,1993-06-28,1993-05-16,1993-07-09,DELIVER IN PERSON        ,AIR       ,rays dazzle against the unusual 
24579,443,2,3,6,8060.64,0.07,0.08,R,F,1993-01-23,1992-12-26,1993-02-16,DELIVER IN PERSON        ,AIR       ,lly. bold pinto beans eat ca
24579,693,87,6,18,28686.42,0.02,0.07,A,F,1993-01-07,1993-01-15,1993-01-27,DELIVER IN PERSON        ,AIR       ,ely ironic packages? quickly unusual reques
24610,1554,75,6,27,39299.85,0.10,0.08,A,F,1993-05-11,1993-03-08,1993-05-12,DELIVER IN PERSON        ,AIR       ,leep slyly. 
24711,1588,29,2,3,4468.74,0.05,0.06,R,F,1993-01-29,1992-12-10,1993-02-14,DELIVER IN PERSON        ,AIR       ,riously special cou
24743,997,66,3,11,20877.89,0.10,0.01,R,F,1992-08-28,1992-09-04,1992-09-19,DELIVER IN PERSON        ,AIR       , regular theodolites sleep
24932,78,29,2,13,12714.91,0.01,0.04,N,O,1996-02-27,1996-04-08,1996-03-18,DELIVER IN PERSON        ,AIR       ,thely. slyly regular deposits 
24994,1707,50,1,11,17695.70,0.09,0.03,N,O,1998-10-17,1998-09-13,1998-11-12,DELIVER IN PERSON        ,AIR       , doze fluffily along the carefully final d
25030,929,64,3,4,7319.68,0.05,0.04,N,O,1998-10-24,1998-09-26,1998-10-29,DELIVER IN PERSON        ,AIR       ,pending accounts nag quickly alongside of 
25060,1109,46,4,9,9090.90,0.06,0.04,A,F,1994-08-17,1994-08-21,1994-09-11,DELIVER IN PERSON        ,AIR       ,asymptotes. pending instructi
25159,745,78,1,4,6582.96,0.00,0.03,N,O,1996-05-02,1996-05-30,1996-05-19,DELIVER IN PERSON        ,AIR       ,ronic deposits. furiously regular 
25249,1520,21,1,17,24165.84,0.06,0.00,A,F,1992-11-08,1993-02-01,1992-11-18,DELIVER IN PERSON        ,AIR       ,as unwind about the 
25282,698,61,7,16,25579.04,0.04,0.05,N,O,1996-04-01,1996-02-25,1996-04-17,DELIVER IN PERSON        ,AIR       ,arefully blithe requ
25318,616,48,5,28,42465.08,0.05,0.00,N,O,1996-02-13,1996-01-14,1996-03-10,DELIVER IN PERSON        ,AIR       ,ckly furiously final foxes. quickly ironic 
25348,1305,82,5,29,34982.70,0.02,0.02,R,F,1992-08-06,1992-07-26,1992-08-14,DELIVER IN PERSON        ,AIR       ,ackages sleep fluffily bold ideas.
25411,1807,37,1,28,47846.40,0.01,0.08,N,O,1997-06-28,1997-06-07,1997-07-15,DELIVER IN PERSON        ,AIR       ,t instructions sleep blithely ev
25447,886,53,1,15,26803.20,0.00,0.05,R,F,1992-09-15,1992-07-06,1992-09-16,DELIVER IN PERSON        ,AIR       ,d instructions hinder fluffily final as
25509,1421,22,1,4,5289.68,0.08,0.06,R,F,1994-07-25,1994-07-15,1994-07-28,DELIVER IN PERSON        ,AIR       ,ets wake. furiously reg
25600,672,73,1,16,25162.72,0.04,0.08,N,O,1998-08-19,1998-09-23,1998-08-21,DELIVER IN PERSON        ,AIR       ,ly carefully reg
25603,1686,28,1,28,44455.04,0.08,0.02,A,F,1995-05-12,1995-05-06,1995-05-18,DELIVER IN PERSON        ,AIR       ,t theodolites doze carefully. carefu
25607,1616,58,1,7,10623.27,0.01,0.03,N,O,1997-03-12,1997-02-09,1997-04-09,DELIVER IN PERSON        ,AIR       , about the f
25633,659,53,2,26,40550.90,0.04,0.00,N,O,1995-09-09,1995-10-07,1995-09-12,DELIVER IN PERSON        ,AIR       ,lithely ironic courts hang s
25634,1860,90,5,24,42284.64,0.01,0.02,R,F,1993-08-27,1993-10-14,1993-09-12,DELIVER IN PERSON        ,AIR       ,along the ironic pinto beans. 
25731,1195,4,4,6,6577.14,0.00,0.03,A,F,1994-05-05,1994-06-19,1994-05-25,DELIVER IN PERSON        ,AIR       ,ithely unusual deposits. blithely
25764,1816,17,1,4,6871.24,0.08,0.02,N,O,1997-11-28,1997-12-17,1997-12-28,DELIVER IN PERSON        ,AIR       ,uses according to the fluffily
25796,1882,83,1,2,3567.76,0.06,0.01,A,F,1993-04-05,1993-02-23,1993-04-19,DELIVER IN PERSON        ,AIR       ,aggle according to the furiously re
25828,1360,75,2,18,22704.48,0.04,0.02,R,F,1994-02-06,1993-12-29,1994-03-04,DELIVER IN PERSON        ,AIR       ,ccounts. furi
25828,56,82,4,20,19121.00,0.06,0.08,A,F,1994-03-14,1994-02-07,1994-03-18,DELIVER IN PERSON        ,AIR       ,y never ironic d
25828,722,87,5,30,48681.60,0.00,0.04,A,F,1993-12-04,1994-01-31,1993-12-20,DELIVER IN PERSON        ,AIR       ,fully. furious
25861,1472,73,6,16,21975.52,0.03,0.01,A,F,1992-11-28,1992-09-07,1992-12-19,DELIVER IN PERSON        ,AIR       ,slyly final platel
25863,799,64,1,25,42494.75,0.08,0.05,N,F,1995-06-05,1995-07-14,1995-06-18,DELIVER IN PERSON        ,AIR       ,usly ironic f
25921,377,78,1,1,1277.37,0.07,0.03,N,O,1997-10-02,1997-07-20,1997-10-07,DELIVER IN PERSON        ,AIR       ,. quickly stealthy 
25957,1822,23,3,29,49990.78,0.09,0.00,N,O,1996-09-07,1996-09-06,1996-09-08,DELIVER IN PERSON        ,AIR       ,hely special sentiments are fluffi
25958,218,73,6,19,21245.99,0.06,0.01,N,O,1997-06-23,1997-08-05,1997-07-12,DELIVER IN PERSON        ,AIR       ,. ironic instru
26017,1678,79,1,6,9478.02,0.01,0.02,N,O,1998-08-30,1998-07-20,1998-09-18,DELIVER IN PERSON        ,AIR       , carefully iro
26053,1745,30,5,16,26347.84,0.05,0.01,A,F,1992-01-30,1992-04-11,1992-02-25,DELIVER IN PERSON        ,AIR       , carefully regular account
26144,1804,48,6,6,10234.80,0.10,0.04,N,O,1996-01-18,1995-12-18,1996-01-29,DELIVER IN PERSON        ,AIR       ,slyly final 
26147,1420,21,5,19,25106.98,0.00,0.06,N,O,1995-06-22,1995-05-26,1995-07-04,DELIVER IN PERSON        ,AIR       ,ke carefully 
