integer-1,integer-1,integer-1,integer-1,decimal-1,decimal-1,decimal-1,decimal-1,varchar-4,varchar-4,date-1,date-1,date-1,varchar-28,varchar-12,varchar-48
1280,14855,18,2,28.00,33075.84,0.04,0.01,R,F,1993-08-04,1993-06-11,1993-08-20,DELIVER IN PERSON        ,AIR       ,ronic packages. slyly 
1294,7363,32,2,18.00,21515.22,0.09,0.01,R,F,1994-01-03,1994-01-04,1994-01-29,DELIVER IN PERSON        ,AIR       ,e accounts. slyly quick instr
1294,9155,32,1,10.00,11952.90,0.04,0.03,R,F,1992-11-01,1992-10-23,1992-11-23,DELIVER IN PERSON        ,AIR       , carefully. final packages 
1301,6496,78,6,12.00,14427.60,0.05,0.03,N,O,1995-10-16,1995-07-31,1995-11-07,DELIVER IN PERSON        ,AIR       ,ic packages-- furiously 
1304,17953,19,4,1.00,1205.30,0.10,0.04,R,F,1992-09-24,1992-11-13,1992-10-07,DELIVER IN PERSON        ,AIR       ,"bold instructions are. express, bold inst"
1305,25348,82,5,29.00,34982.70,0.02,0.02,R,F,1992-08-06,1992-07-26,1992-08-14,DELIVER IN PERSON        ,AIR       ,ackages sleep fluffily bold ideas.
1308,17895,47,1,25.00,30232.50,0.04,0.02,N,O,1996-11-21,1996-11-07,1996-11-25,DELIVER IN PERSON        ,AIR       ,e even dolphins. regular 
1310,18307,87,2,18.00,21803.58,0.01,0.02,R,F,1993-02-27,1993-04-25,1993-03-17,DELIVER IN PERSON        ,AIR       , ideas. final sheav
1318,4419,95,3,6.00,7315.86,0.02,0.08,N,O,1996-06-25,1996-09-04,1996-07-20,DELIVER IN PERSON        ,AIR       ,ts wake slyly final dugou
1318,14054,95,4,20.00,24386.20,0.06,0.02,N,O,1996-04-12,1996-04-07,1996-04-30,DELIVER IN PERSON        ,AIR       ,ven packages. carefully ironic somas 
1319,10692,58,2,3.00,3660.93,0.07,0.06,R,F,1994-10-04,1994-09-19,1994-10-09,DELIVER IN PERSON        ,AIR       ,"he fluffy, unusual accounts. blithel"
1322,24294,61,5,14.00,17126.48,0.02,0.05,R,F,1994-09-03,1994-10-10,1994-09-30,DELIVER IN PERSON        ,AIR       ,"ng sauternes. express, ironic foxe"
1324,22789,39,2,27.00,33083.64,0.01,0.04,N,O,1996-05-08,1996-04-05,1996-05-10,DELIVER IN PERSON        ,AIR       ,furiously pending requests-- special i
1335,14980,12,5,20.00,24726.60,0.08,0.06,R,F,1992-09-12,1992-09-10,1992-10-01,DELIVER IN PERSON        ,AIR       ,l theodolites. ironic acc
1337,8000,76,1,28.00,34673.24,0.05,0.03,A,F,1994-01-11,1993-11-28,1994-01-18,DELIVER IN PERSON        ,AIR       ,gside of the s
1348,10721,25,1,25.00,31233.50,0.02,0.08,N,O,1996-04-18,1996-05-09,1996-04-28,DELIVER IN PERSON        ,AIR       ,nto beans. careful
1349,23842,88,4,24.00,30008.16,0.03,0.00,R,F,1993-10-23,1993-12-05,1993-11-11,DELIVER IN PERSON        ,AIR       ,iously special dep
1351,10881,66,2,15.00,18785.25,0.09,0.00,A,F,1994-04-08,1994-04-27,1994-04-22,DELIVER IN PERSON        ,AIR       ,dugouts boost against the
1355,9764,56,1,23.00,28896.05,0.09,0.03,A,F,1993-02-25,1993-03-04,1993-03-15,DELIVER IN PERSON        ,AIR       ,"regular, ironic requests wake across"
1355,22980,70,1,17.00,21357.95,0.06,0.04,A,F,1993-01-01,1992-11-29,1993-01-25,DELIVER IN PERSON        ,AIR       ,s! ironical
1359,6628,74,4,27.00,34029.45,0.06,0.06,A,F,1994-07-14,1994-06-05,1994-07-15,DELIVER IN PERSON        ,AIR       , packages cajole fluffily according to 
1360,25828,75,2,18.00,22704.48,0.04,0.02,R,F,1994-02-06,1993-12-29,1994-03-04,DELIVER IN PERSON        ,AIR       ,ccounts. furi
1369,6785,84,1,9.00,11433.24,0.05,0.07,A,F,1992-05-18,1992-07-19,1992-05-22,DELIVER IN PERSON        ,AIR       ,y bold account
1370,12039,71,7,10.00,12713.70,0.10,0.07,R,F,1993-08-05,1993-08-31,1993-08-07,DELIVER IN PERSON        ,AIR       ,instructions
1371,1283,86,3,18.00,22902.66,0.02,0.01,N,O,1996-10-14,1996-11-07,1996-10-22,DELIVER IN PERSON        ,AIR       ,equests use along the fluff
1371,4934,72,5,29.00,36898.73,0.09,0.03,N,O,1997-04-10,1997-05-05,1997-05-04,DELIVER IN PERSON        ,AIR       ,aggle furiously among the busily final re
1371,17379,48,2,9.00,11451.33,0.09,0.07,N,O,1995-08-19,1995-10-08,1995-08-23,DELIVER IN PERSON        ,AIR       ,its affix aro
1374,12960,51,3,8.00,10202.96,0.01,0.02,R,F,1994-01-05,1993-11-27,1994-02-01,DELIVER IN PERSON        ,AIR       ,"its cajole. special, bold requests "
1375,14403,76,3,7.00,8934.59,0.04,0.02,N,O,1998-06-25,1998-05-12,1998-07-18,DELIVER IN PERSON        ,AIR       ,lyly ironic asymptotes. fluffily regular 
1376,3396,15,3,9.00,11496.33,0.01,0.06,R,F,1994-07-01,1994-08-18,1994-07-21,DELIVER IN PERSON        ,AIR       ,usly special foxes. accounts wake careful
1397,17413,36,2,15.00,19475.85,0.04,0.03,N,O,1996-04-10,1996-03-15,1996-04-11,DELIVER IN PERSON        ,AIR       ,deposits. silent
1397,24007,12,7,20.00,25967.80,0.06,0.00,A,F,1993-11-23,1993-11-03,1993-12-20,DELIVER IN PERSON        ,AIR       ,usual ideas. quickly even 
1404,5409,22,3,17.00,22191.80,0.07,0.00,A,F,1992-01-13,1992-04-05,1992-01-20,DELIVER IN PERSON        ,AIR       ,cross the sil
1417,1952,96,2,6.00,7910.46,0.06,0.05,A,F,1994-05-09,1994-05-21,1994-05-26,DELIVER IN PERSON        ,AIR       ,packages haggle. 
1417,9793,57,2,2.00,2636.82,0.01,0.06,R,F,1992-05-01,1992-05-05,1992-05-03,DELIVER IN PERSON        ,AIR       ,ding theodolites abov
1418,22918,97,6,29.00,38262.89,0.08,0.02,N,O,1996-02-24,1996-04-09,1996-03-09,DELIVER IN PERSON        ,AIR       ,counts are against the slyly ironic
1421,20003,22,2,10.00,13224.20,0.09,0.07,R,F,1992-04-20,1992-04-23,1992-05-04,DELIVER IN PERSON        ,AIR       , blithely regula
1421,25509,22,1,4.00,5289.68,0.08,0.06,R,F,1994-07-25,1994-07-15,1994-07-28,DELIVER IN PERSON        ,AIR       ,ets wake. furiously reg
1422,14496,1,2,27.00,35732.34,0.04,0.08,N,O,1996-07-14,1996-05-27,1996-08-03,DELIVER IN PERSON        ,AIR       ,g the blithely special t
1423,2176,2,4,2.00,2648.84,0.05,0.06,A,F,1993-02-26,1993-01-08,1993-03-23,DELIVER IN PERSON        ,AIR       ,s pinto beans
1423,16736,63,3,18.00,23839.56,0.07,0.04,N,O,1997-11-20,1998-01-15,1997-12-17,DELIVER IN PERSON        ,AIR       ,posits. fluffily ironic deposits wake 
1426,4964,27,3,18.00,23893.56,0.00,0.06,N,O,1997-10-13,1997-09-01,1997-11-10,DELIVER IN PERSON        ,AIR       , platelets. furio
1428,5027,29,5,3.00,3988.26,0.03,0.06,N,O,1997-09-30,1997-11-26,1997-10-05,DELIVER IN PERSON        ,AIR       ,t the even mu
1436,19171,37,4,18.00,24073.74,0.03,0.02,N,O,1996-10-19,1996-11-22,1996-11-09,DELIVER IN PERSON        ,AIR       ,g furiously unusual pinto beans. slyl
1440,3521,19,4,26.00,34877.44,0.02,0.08,R,F,1993-01-04,1993-01-20,1993-01-17,DELIVER IN PERSON        ,AIR       ,onic dependencies haggle. fur
1449,24003,67,1,21.00,28359.24,0.04,0.05,R,F,1995-01-23,1994-12-04,1995-02-19,DELIVER IN PERSON        ,AIR       , deposits use quickly r
1452,9732,92,1,4.00,5413.80,0.09,0.06,N,O,1995-06-25,1995-05-26,1995-07-12,DELIVER IN PERSON        ,AIR       ,s. regular pac
1453,12674,93,1,29.00,39279.05,0.08,0.00,A,F,1992-09-21,1992-08-31,1992-10-01,DELIVER IN PERSON        ,AIR       ,furiously unusu
1454,15173,33,3,21.00,28464.45,0.04,0.02,A,F,1992-03-18,1992-05-13,1992-04-11,DELIVER IN PERSON        ,AIR       , instructions. qui
1462,4610,63,5,29.00,39540.34,0.08,0.04,R,F,1993-08-09,1993-07-27,1993-08-16,DELIVER IN PERSON        ,AIR       ," foxes. special, express package"
1472,25861,73,6,16.00,21975.52,0.03,0.01,A,F,1992-11-28,1992-09-07,1992-12-19,DELIVER IN PERSON        ,AIR       ,slyly final platel
1473,6339,74,4,6.00,8246.82,0.03,0.04,A,F,1993-03-16,1993-01-23,1993-03-30,DELIVER IN PERSON        ,AIR       ,. finally pending requests hinder furiously
1474,13377,14,2,1.00,1375.47,0.02,0.00,N,O,1995-11-17,1995-09-30,1995-12-07,DELIVER IN PERSON        ,AIR       ,lthy excuses.
1478,2531,96,1,9.00,12415.23,0.03,0.07,N,O,1996-07-27,1996-07-03,1996-08-01,DELIVER IN PERSON        ,AIR       ,"t the dogged, un"
1478,16032,18,4,29.00,40004.63,0.09,0.01,R,F,1995-02-19,1995-01-12,1995-02-25,DELIVER IN PERSON        ,AIR       ,le about the ca
1490,6919,91,4,22.00,30612.78,0.09,0.04,N,O,1998-07-05,1998-06-04,1998-07-26,DELIVER IN PERSON        ,AIR       ,es cajole across the quickly
1492,15653,32,3,22.00,30656.78,0.06,0.03,N,O,1996-09-22,1996-07-27,1996-10-04,DELIVER IN PERSON        ,AIR       ,"hockey players eat ironic, eve"
1497,677,15,5,25.00,34962.25,0.00,0.05,A,F,1994-03-12,1994-02-02,1994-03-28,DELIVER IN PERSON        ,AIR       , packages integrate blithely
1499,10917,100,3,18.00,25208.82,0.09,0.08,A,F,1992-03-12,1992-04-18,1992-04-08,DELIVER IN PERSON        ,AIR       , doubt furiously carefully regula
1507,22022,48,1,14.00,19719.00,0.09,0.02,R,F,1993-07-12,1993-05-29,1993-07-19,DELIVER IN PERSON        ,AIR       , ruthlessly carefully special tithes: blit
1511,20772,32,3,11.00,15537.61,0.00,0.03,A,F,1993-09-27,1993-08-10,1993-09-29,DELIVER IN PERSON        ,AIR       ,x-ray. fluffily bold deposits caj
1518,7584,99,3,13.00,18453.63,0.08,0.01,N,O,1997-04-23,1997-07-05,1997-05-05,DELIVER IN PERSON        ,AIR       , braids cajole fluffily across the slowl
1520,23524,21,5,25.00,35538.00,0.02,0.07,A,F,1994-06-05,1994-07-16,1994-06-25,DELIVER IN PERSON        ,AIR       ,ents. furiously ironic packages are
1520,25249,21,1,17.00,24165.84,0.06,0.00,A,F,1992-11-08,1993-02-01,1992-11-18,DELIVER IN PERSON        ,AIR       ,as unwind about the 
1539,19105,40,1,14.00,20167.42,0.07,0.03,R,F,1995-01-27,1994-12-31,1995-02-26,DELIVER IN PERSON        ,AIR       ,onic theodolites wake furious
1541,13344,82,3,30.00,43276.20,0.08,0.02,N,O,1997-07-17,1997-05-20,1997-08-15,DELIVER IN PERSON        ,AIR       ,sts. fluffily bold plate
1547,5505,28,3,10.00,14485.40,0.06,0.01,N,O,1997-10-28,1997-11-27,1997-10-29,DELIVER IN PERSON        ,AIR       , furiously special asym
1548,18183,89,1,10.00,14495.40,0.08,0.08,N,O,1997-02-06,1997-01-30,1997-02-24,DELIVER IN PERSON        ,AIR       ,fily packages. caref
1550,17858,91,4,15.00,21773.25,0.03,0.02,R,F,1993-10-20,1993-12-11,1993-10-24,DELIVER IN PERSON        ,AIR       ," packages. even, unusual d"
1550,19557,71,1,30.00,43546.50,0.04,0.08,N,O,1996-01-24,1995-11-30,1996-01-25,DELIVER IN PERSON        ,AIR       ,"ly final courts. regular, "
1552,15840,73,4,11.00,15989.05,0.07,0.07,N,O,1998-03-04,1998-04-08,1998-03-25,DELIVER IN PERSON        ,AIR       ,old theodolites are blithely
1554,9443,35,2,11.00,16011.05,0.06,0.08,N,O,1997-05-18,1997-06-27,1997-06-15,DELIVER IN PERSON        ,AIR       ,ites? quickly unusua
1554,24610,75,6,27.00,39299.85,0.10,0.08,A,F,1993-05-11,1993-03-08,1993-05-12,DELIVER IN PERSON        ,AIR       ,leep slyly. 
1561,4869,62,3,25.00,36564.00,0.00,0.05,R,F,1994-11-25,1994-11-14,1994-12-19,DELIVER IN PERSON        ,AIR       ,e according t
1562,7746,83,1,11.00,16099.16,0.06,0.02,A,F,1994-02-21,1994-02-04,1994-03-20,DELIVER IN PERSON        ,AIR       ,c packages. regular
1563,14720,44,2,4.00,5858.24,0.00,0.01,A,F,1993-09-11,1993-11-27,1993-09-26,DELIVER IN PERSON        ,AIR       ,ly silent requests wake fluf
1569,3841,10,1,1.00,1470.56,0.06,0.03,A,F,1994-10-10,1994-11-12,1994-10-21,DELIVER IN PERSON        ,AIR       , boost even re
1588,24711,29,2,3.00,4468.74,0.05,0.06,R,F,1993-01-29,1992-12-10,1993-02-14,DELIVER IN PERSON        ,AIR       ,riously special cou
1593,11782,34,1,27.00,40353.93,0.01,0.00,A,F,1992-08-10,1992-09-05,1992-08-20,DELIVER IN PERSON        ,AIR       ,above the quickly even pains. bold 
1598,11876,19,5,2.00,2999.18,0.00,0.07,N,O,1995-10-12,1995-09-19,1995-11-04,DELIVER IN PERSON        ,AIR       ,heaves-- slyly fluffy deposits sleep
1600,22371,41,3,1.00,1501.60,0.03,0.03,R,F,1994-05-01,1994-06-06,1994-05-19,DELIVER IN PERSON        ,AIR       ,ding instructions cajole ironic request
1603,5060,4,3,15.00,22569.00,0.06,0.01,A,F,1992-08-28,1992-08-20,1992-09-01,DELIVER IN PERSON        ,AIR       ,ular deposits sl
1605,3618,6,4,26.00,39171.60,0.01,0.05,N,O,1998-03-23,1998-01-24,1998-04-15,DELIVER IN PERSON        ,AIR       ,iously regular deposits cajole ruthless
1606,4871,30,2,17.00,25629.20,0.07,0.03,N,O,1995-09-09,1995-09-01,1995-10-02,DELIVER IN PERSON        ,AIR       ,es. carefully ev
1611,2470,12,4,30.00,45378.30,0.04,0.08,N,O,1997-08-04,1997-07-13,1997-08-14,DELIVER IN PERSON        ,AIR       ,s across the furiously fina
1613,16547,37,4,5.00,7573.05,0.01,0.04,A,F,1994-05-14,1994-03-29,1994-05-15,DELIVER IN PERSON        ,AIR       ,grate furiously alongside of the slyly
1614,1382,15,1,18.00,27280.98,0.08,0.03,R,F,1993-08-30,1993-10-19,1993-09-03,DELIVER IN PERSON        ,AIR       ,hely regular deposits. fluffy s
1616,25607,58,1,7.00,10623.27,0.01,0.03,N,O,1997-03-12,1997-02-09,1997-04-09,DELIVER IN PERSON        ,AIR       , about the f
1627,19488,69,5,27.00,41272.74,0.04,0.01,N,O,1998-09-02,1998-09-18,1998-09-19,DELIVER IN PERSON        ,AIR       , use carefully across the carefully 
1628,2246,52,4,13.00,19885.06,0.08,0.05,N,O,1996-09-15,1996-07-21,1996-10-08,DELIVER IN PERSON        ,AIR       ,equests. fluffily special epitaphs use
1636,8133,60,1,30.00,46128.90,0.05,0.04,R,F,1995-06-06,1995-04-23,1995-06-08,DELIVER IN PERSON        ,AIR       ,equests. closely e
1639,14117,40,1,23.00,35434.49,0.03,0.06,A,F,1993-10-14,1993-10-31,1993-10-25,DELIVER IN PERSON        ,AIR       ,sly regular courts. ca
1650,18343,74,1,8.00,12413.20,0.10,0.01,N,O,1998-07-17,1998-06-22,1998-08-03,DELIVER IN PERSON        ,AIR       ,ithely pen
1659,17569,42,4,30.00,46819.50,0.07,0.05,N,O,1997-09-21,1997-09-11,1997-10-04,DELIVER IN PERSON        ,AIR       ,old deposits. even a
1667,17380,91,4,20.00,31373.20,0.05,0.06,N,O,1998-06-03,1998-05-15,1998-06-21,DELIVER IN PERSON        ,AIR       ,y even accounts 
1670,2151,94,1,23.00,36148.41,0.06,0.02,N,O,1996-11-20,1996-12-17,1996-11-30,DELIVER IN PERSON        ,AIR       , silent dependencies about the slyl
1686,20742,69,2,26.00,41279.68,0.07,0.02,A,F,1992-01-29,1992-03-16,1992-02-24,DELIVER IN PERSON        ,AIR       ,thely brave ideas in place of the quickl
1686,25603,28,1,28.00,44455.04,0.08,0.02,A,F,1995-05-12,1995-05-06,1995-05-18,DELIVER IN PERSON        ,AIR       ,t theodolites doze carefully. carefu
1687,11298,29,6,12.00,19064.16,0.06,0.07,N,O,1998-01-20,1998-03-21,1998-02-15,DELIVER IN PERSON        ,AIR       ,refully regular ideas
1691,7075,15,5,16.00,25483.04,0.01,0.07,N,O,1995-11-21,1995-12-12,1995-12-05,DELIVER IN PERSON        ,AIR       ,ironically final requests a
1699,24294,41,3,5.00,8003.45,0.05,0.07,R,F,1994-10-13,1994-10-21,1994-10-28,DELIVER IN PERSON        ,AIR       ,slyly clos
1705,6948,6,4,24.00,38560.80,0.07,0.02,R,F,1994-01-20,1994-01-21,1994-01-29,DELIVER IN PERSON        ,AIR       ,accounts. ironic the
1705,21795,90,2,24.00,38560.80,0.03,0.07,R,F,1993-09-30,1993-07-25,1993-10-20,DELIVER IN PERSON        ,AIR       ,ong the foxes. accounts nag. blithely even
1706,17381,91,2,24.00,38584.80,0.03,0.01,R,F,1993-10-09,1993-11-13,1993-11-04,DELIVER IN PERSON        ,AIR       ,lyly accord
1707,10275,8,1,12.00,19304.40,0.00,0.01,N,O,1997-08-31,1997-08-14,1997-09-17,DELIVER IN PERSON        ,AIR       ,ts use alongside of the g
1707,24994,50,1,11.00,17695.70,0.09,0.03,N,O,1998-10-17,1998-09-13,1998-11-12,DELIVER IN PERSON        ,AIR       , doze fluffily along the carefully final d
1715,24577,100,3,29.00,46884.59,0.05,0.03,R,F,1993-06-28,1993-05-16,1993-07-09,DELIVER IN PERSON        ,AIR       ,rays dazzle against the unusual 
1727,3814,70,2,14.00,22802.08,0.01,0.00,R,F,1995-03-17,1995-05-10,1995-04-16,DELIVER IN PERSON        ,AIR       ,"sits along the final, ironic deposit"
1748,1280,75,4,5.00,8248.70,0.06,0.03,R,F,1993-02-03,1993-02-11,1993-02-23,DELIVER IN PERSON        ,AIR       ,beans haggle. quickly bold instructions h
1750,18657,93,1,24.00,39642.00,0.03,0.05,N,O,1997-05-04,1997-05-11,1997-05-24,DELIVER IN PERSON        ,AIR       , even frets after the
1752,24417,79,5,28.00,46305.00,0.09,0.06,N,O,1998-10-24,1998-08-17,1998-10-29,DELIVER IN PERSON        ,AIR       , unusual dolphins. blithely final deposits
1754,2306,81,7,19.00,31459.25,0.07,0.01,N,O,1995-11-17,1995-09-06,1995-11-30,DELIVER IN PERSON        ,AIR       ,tainments nag furiously carefull
1762,2788,63,1,16.00,26620.16,0.06,0.06,A,F,1994-10-04,1994-11-25,1994-10-18,DELIVER IN PERSON        ,AIR       , requests wake carefully. carefully si
1762,9156,47,2,22.00,36602.72,0.03,0.00,R,F,1994-02-08,1994-04-01,1994-02-24,DELIVER IN PERSON        ,AIR       ,equests dete
1766,6850,93,3,21.00,35022.96,0.10,0.00,A,F,1993-02-22,1993-05-05,1993-02-23,DELIVER IN PERSON        ,AIR       ,fluffily across the qu
1767,11201,68,1,2.00,3337.52,0.05,0.04,N,O,1996-12-21,1997-02-21,1996-12-27,DELIVER IN PERSON        ,AIR       ,ns. regular i
1770,3713,13,2,19.00,31763.63,0.04,0.04,N,O,1998-06-25,1998-07-24,1998-07-08,DELIVER IN PERSON        ,AIR       ,tructions serve blithely around the furi
1773,18528,74,5,4.00,6699.08,0.06,0.03,N,O,1995-07-13,1995-06-14,1995-07-31,DELIVER IN PERSON        ,AIR       ,ccounts detect furiously deposi
1775,2209,60,6,7.00,11737.39,0.09,0.07,A,F,1992-08-18,1992-09-09,1992-09-12,DELIVER IN PERSON        ,AIR       , quickly regular pack
1784,12512,69,2,28.00,47201.84,0.10,0.01,N,O,1996-07-04,1996-05-06,1996-07-22,DELIVER IN PERSON        ,AIR       , packages. regular accounts haggle fur
1786,16513,29,3,18.00,30380.04,0.08,0.01,A,F,1993-12-19,1993-10-21,1994-01-18,DELIVER IN PERSON        ,AIR       ,packages. blithe
1799,2084,42,2,23.00,39118.17,0.09,0.08,A,F,1993-06-05,1993-05-26,1993-06-06,DELIVER IN PERSON        ,AIR       ,es against 
1800,10981,1,6,30.00,51054.00,0.01,0.08,R,F,1993-06-09,1993-07-15,1993-06-12,DELIVER IN PERSON        ,AIR       ,heodolites above the 
1805,23366,6,3,5.00,8534.00,0.06,0.01,R,F,1993-12-09,1994-01-10,1993-12-13,DELIVER IN PERSON        ,AIR       ,equests. slyly careful idea
1807,25411,37,1,28.00,47846.40,0.01,0.08,N,O,1997-06-28,1997-06-07,1997-07-15,DELIVER IN PERSON        ,AIR       ,t instructions sleep blithely ev
1816,25764,17,1,4.00,6871.24,0.08,0.02,N,O,1997-11-28,1997-12-17,1997-12-28,DELIVER IN PERSON        ,AIR       ,uses according to the fluffily
1828,21123,72,6,26.00,44975.32,0.08,0.03,N,O,1998-11-14,1998-09-22,1998-11-29,DELIVER IN PERSON        ,AIR       ,uriously regular ins
1832,14822,62,1,23.00,39878.09,0.06,0.04,N,O,1996-07-22,1996-06-05,1996-08-13,DELIVER IN PERSON        ,AIR       ,ironic dep
1833,322,77,4,10.00,17348.30,0.06,0.03,R,F,1992-04-12,1992-05-13,1992-04-14,DELIVER IN PERSON        ,AIR       , deposits grow slyly according to th
1835,17026,79,4,2.00,3473.66,0.04,0.04,N,O,1996-07-16,1996-08-28,1996-08-04,DELIVER IN PERSON        ,AIR       ,ular requests. furiousl
1836,14854,66,2,3.00,5213.49,0.00,0.07,R,F,1993-08-27,1993-07-26,1993-09-09,DELIVER IN PERSON        ,AIR       , ironic pinto beans use blithely around 
1847,6470,77,7,9.00,15739.56,0.01,0.05,N,O,1996-01-09,1995-11-28,1996-01-20,DELIVER IN PERSON        ,AIR       , across the slyly silent
1848,7303,49,2,23.00,40246.32,0.01,0.04,A,F,1993-07-01,1993-08-23,1993-07-11,DELIVER IN PERSON        ,AIR       ,ourts above the bold multipliers sleep afte
1853,3174,97,1,6.00,10529.10,0.04,0.08,N,O,1996-03-13,1996-02-09,1996-03-22,DELIVER IN PERSON        ,AIR       , furiously ironic
1859,11841,3,5,4.00,7043.40,0.03,0.01,A,F,1993-08-01,1993-07-08,1993-08-09,DELIVER IN PERSON        ,AIR       ,iously silent the
1860,25634,90,5,24.00,42284.64,0.01,0.02,R,F,1993-08-27,1993-10-14,1993-09-12,DELIVER IN PERSON        ,AIR       ,along the ironic pinto beans. 
1864,3650,65,5,19.00,33551.34,0.05,0.04,R,F,1992-08-29,1992-08-09,1992-09-21,DELIVER IN PERSON        ,AIR       ,y even forges. fluffily furious accounts
1872,5764,2,3,4.00,7095.48,0.03,0.05,A,F,1993-10-25,1993-12-23,1993-11-06,DELIVER IN PERSON        ,AIR       ,ily regular courts haggle
1880,16997,24,1,26.00,46328.88,0.03,0.06,N,O,1997-11-05,1997-11-01,1997-11-29,DELIVER IN PERSON        ,AIR       ,ctions boost b
1881,12227,25,7,13.00,23177.44,0.09,0.08,N,O,1998-08-15,1998-09-22,1998-08-31,DELIVER IN PERSON        ,AIR       ," platelets. final, ironic pin"
1882,25796,83,1,2.00,3567.76,0.06,0.01,A,F,1993-04-05,1993-02-23,1993-04-19,DELIVER IN PERSON        ,AIR       ,aggle according to the furiously re
1883,19361,13,3,29.00,51761.52,0.06,0.03,R,F,1992-11-13,1992-12-06,1992-11-24,DELIVER IN PERSON        ,AIR       ,"o the ironic, regular accounts hag"
1884,1280,14,2,6.00,10715.28,0.05,0.06,R,F,1993-03-30,1993-02-16,1993-04-18,DELIVER IN PERSON        ,AIR       ,gular deposits 
1884,24230,85,3,6.00,10715.28,0.05,0.01,N,O,1997-02-06,1996-12-21,1997-03-06,DELIVER IN PERSON        ,AIR       ,carefully bold deposits al
1895,9024,39,2,12.00,21562.68,0.04,0.08,A,F,1992-09-21,1992-07-19,1992-10-08,DELIVER IN PERSON        ,AIR       ,ven deposits
1899,12358,100,1,19.00,34216.91,0.04,0.00,N,O,1997-01-15,1996-12-03,1997-02-10,DELIVER IN PERSON        ,AIR       ,. carefully even deposi
1899,12838,29,1,21.00,37818.69,0.10,0.07,N,O,1998-07-17,1998-08-28,1998-07-25,DELIVER IN PERSON        ,AIR       ,nes sleep furiously against the
1901,5699,34,6,30.00,54087.00,0.08,0.05,R,F,1992-11-13,1992-10-01,1992-12-11,DELIVER IN PERSON        ,AIR       , the carefully final 
1901,14309,90,3,10.00,18029.00,0.07,0.01,R,F,1994-05-06,1994-04-16,1994-06-01,DELIVER IN PERSON        ,AIR       ,detect fluffily along the 
1902,11684,47,5,25.00,45097.50,0.01,0.01,A,F,1992-10-20,1992-10-19,1992-11-09,DELIVER IN PERSON        ,AIR       ,e theodolites. foxes solve carefu
1907,14400,8,3,26.00,47031.40,0.00,0.01,R,F,1994-03-30,1994-04-15,1994-04-08,DELIVER IN PERSON        ,AIR       ,ans. special r
1909,13089,10,1,28.00,50705.20,0.05,0.08,N,O,1996-04-07,1996-01-25,1996-04-22,DELIVER IN PERSON        ,AIR       ,theodolites boost blithely 
1914,4513,47,4,13.00,23606.83,0.08,0.08,N,O,1996-04-12,1996-05-19,1996-04-25,DELIVER IN PERSON        ,AIR       ,"l, final excuses detect furi"
1919,14917,20,5,21.00,38239.11,0.04,0.05,N,O,1998-02-18,1998-04-01,1998-03-02,DELIVER IN PERSON        ,AIR       ,as above the regular excuses ha
1922,14211,11,5,3.00,5471.76,0.05,0.03,A,F,1994-03-26,1994-05-07,1994-04-03,DELIVER IN PERSON        ,AIR       ,lar excuses boost. slyly pen
1927,4295,28,3,3.00,5486.76,0.04,0.00,N,O,1996-06-04,1996-04-24,1996-06-24,DELIVER IN PERSON        ,AIR       ,telets cajole bravely
1930,21794,75,6,29.00,53125.97,0.01,0.03,R,F,1994-07-08,1994-08-15,1994-07-27,DELIVER IN PERSON        ,AIR       ,slyly final accounts cajole blithely care
1931,20129,32,1,4.00,7331.72,0.04,0.04,N,O,1997-06-04,1997-07-05,1997-06-24,DELIVER IN PERSON        ,AIR       ,e above the carefully final
1934,5409,67,1,27.00,49570.11,0.01,0.02,A,F,1992-02-14,1992-03-18,1992-02-23,DELIVER IN PERSON        ,AIR       ,eodolites 
1934,8774,79,2,12.00,22031.16,0.06,0.07,N,O,1996-06-28,1996-05-24,1996-07-18,DELIVER IN PERSON        ,AIR       ,tes wake slyly accor
1936,8838,25,4,4.00,7351.72,0.04,0.00,N,O,1997-11-05,1997-11-29,1997-11-14,DELIVER IN PERSON        ,AIR       ,nstructions are among the furiously iron
1939,354,72,2,24.00,44182.32,0.01,0.01,N,O,1996-05-08,1996-05-17,1996-06-07,DELIVER IN PERSON        ,AIR       ,"y silent requests. regular, even accounts"
1940,3073,29,1,16.00,29471.04,0.07,0.01,R,F,1994-03-02,1994-03-23,1994-03-31,DELIVER IN PERSON        ,AIR       ,n requests. ironi
1940,6533,85,1,20.00,36838.80,0.09,0.07,N,O,1998-04-19,1998-04-19,1998-05-05,DELIVER IN PERSON        ,AIR       ,fluffily even requests haggle furiou
1946,19394,91,3,13.00,24023.22,0.10,0.04,R,F,1993-01-10,1993-02-04,1993-01-16,DELIVER IN PERSON        ,AIR       ,dencies boost slyly. fluffily
1948,19078,37,4,20.00,36998.80,0.08,0.07,A,F,1994-11-13,1994-09-04,1994-11-19,DELIVER IN PERSON        ,AIR       ,tes. ironic deposits wake
1956,4736,89,1,26.00,48306.70,0.03,0.03,N,O,1996-02-02,1996-01-18,1996-02-09,DELIVER IN PERSON        ,AIR       ,efully speci
1960,13472,5,2,3.00,5585.88,0.06,0.02,N,O,1996-02-19,1996-01-09,1996-03-15,DELIVER IN PERSON        ,AIR       ,slyly after the carefully
