integer-1,varchar-32,varchar-32,integer-1
53494,Mitsubishi,Endeavor,7930
53522,Ford,Crown Victoria,5032
53560,Mercury,Tracer,6047
53582,Porsche,Boxster,4500
53604,Honda,CR-X,7712
53611,Chevrolet,Express 3500,3894
53614,GMC,Sonoma,6831
53616,Mitsubishi,Montero Sport,735
53617,Lotus,Esprit Turbo,1321
53618,Toyota,Matrix,7115
53626,Nissan,Xterra,3959
53627,Honda,Fit,2697
53649,Mercedes-Benz,S-Class,5474
53659,Chevrolet,Express 3500,785
53681,Infiniti,J,7654
53682,Ford,Freestyle,2474
53684,Pontiac,Grand Prix,4913
53685,Chevrolet,Tahoe,2160
53689,Nissan,Xterra,2931
53703,Toyota,RAV4,4660
53704,Cadillac,STS,4354
53706,Chevrolet,Tahoe,6580
53719,Jeep,Grand Cherokee,3715
53720,Citroën,SM,164
53735,Land Rover,Discovery Series II,3644
53742,Audi,TT,5737
53754,Dodge,Viper,1832
53772,Geo,Metro,762
53775,Mitsubishi,Tundra,1009
53783,Chevrolet,Silverado 1500,6901
53817,Subaru,Forester,3148
53849,Chrysler,Town & Country,2458
53851,Scion,iQ,3936
53857,Chevrolet,TrailBlazer,4711
53872,Saab,900,5054
53895,Pontiac,Bonneville,4788
53902,Audi,RS4,7202
53928,Dodge,Charger,7807
53933,Dodge,Ram 2500,6574
53939,BMW,8 Series,2207
53980,Lexus,ES,4691
53982,Saturn,S-Series,671
53990,Lexus,LX,4540
54002,Ford,Crown Victoria,3783
54021,Mazda,626,1698
54021,Mercedes-Benz,C-Class,2762
54022,Mitsubishi,Truck,7674
54023,Ford,Escort,3646
54031,Audi,RS 6,1026
54045,Maserati,Spyder,7378
54074,Buick,Regal,3369
54079,Isuzu,Rodeo,7452
54101,Honda,Odyssey,1834
54109,Honda,del Sol,2692
54118,Ford,F450,7984
54122,Dodge,Ram Van 2500,5407
54128,Land Rover,Freelander,4904
54143,Mercury,Mountaineer,1399
54145,GMC,Safari,4859
54146,GMC,Sierra,1711
54149,Ford,Thunderbird,4270
54149,Lincoln,Navigator L,6327
54151,Subaru,Brat,5958
54152,Infiniti,J,7089
54182,Dodge,Viper,3695
54197,Saturn,VUE,2357
54218,Honda,Accord,6449
54236,Porsche,911,7780
54240,Buick,Riviera,5187
54244,Pontiac,Bonneville,6405
54251,GMC,Acadia,7047
54258,GMC,Savana 3500,2534
54275,Kia,Sorento,7477
54289,Chrysler,New Yorker,4075
54304,Chevrolet,Cobalt SS,364
54315,Volkswagen,Passat,7519
54316,Mitsubishi,Raider,2205
54318,Jeep,Liberty,6358
54368,Hyundai,Accent,2894
54369,Chevrolet,3500,865
54370,Honda,Ridgeline,5578
54376,Dodge,Stealth,7590
54404,Infiniti,QX56,2783
54406,Kia,Optima,7691
54463,Buick,Park Avenue,662
54467,Ford,E150,2004
54470,Nissan,Pathfinder,6705
54484,Honda,Civic,6515
54492,Kia,Sorento,2776
54502,Mazda,Protege,7258
54504,Ford,F150,5763
54515,Toyota,Land Cruiser,7976
54541,Isuzu,Hombre Space,761
54549,Lexus,LX,2504
54551,Honda,Ridgeline,4304
54557,Hyundai,Sonata,3869
54569,Ford,F-Series,2518
54572,Mercedes-Benz,M-Class,6157
54583,Ford,Explorer,176
54612,Toyota,Corolla,35
54627,Cadillac,XLR,793
54631,Ford,Mustang,3387
54651,Porsche,Cayman,6583
54659,Suzuki,Vitara,7014
54673,Chevrolet,Silverado 2500,2419
54688,Pontiac,Gemini,7486
54701,Toyota,Previa,2585
54710,Ford,Focus ST,1550
54718,Honda,Civic,3429
54721,Pontiac,Torrent,4654
54723,Toyota,4Runner,2927
54724,Ford,Edge,7638
54731,Oldsmobile,Cutlass Supreme,2143
54744,Hyundai,Genesis,7797
54758,Bentley,Arnage,6333
54782,Oldsmobile,Alero,5738
54792,Acura,NSX,794
54800,Oldsmobile,Cutlass Supreme,3453
54802,BMW,1 Series,561
54818,Mercury,Mariner,6246
54834,Cadillac,Seville,6747
54846,Mazda,Millenia,909
54866,Ford,Flex,1646
54874,Eagle,Talon,2528
54887,Kia,Rondo,1601
54938,Chevrolet,Blazer,510
54976,Audi,A6,2421
54985,Toyota,Xtra,2745
54985,GMC,Sierra 3500,7266
55007,Volkswagen,Jetta III,1821
55028,Acura,TL,4008
55031,Mercury,Grand Marquis,1855
55034,Dodge,Caravan,6904
55035,Isuzu,Trooper,2028
55050,Toyota,Corolla,4597
55051,Chevrolet,Camaro,3023
55066,Ferrari,California,2249
55071,Chevrolet,SSR,108
55085,Hummer,H3,229
55135,Morgan,Aero 8,5137
55162,Dodge,Avenger,5271
55195,Buick,Regal,6007
55221,Aston Martin,DBS,40
55230,Chevrolet,Cobalt,7809
55234,Ford,E-Series,6135
55248,Toyota,Avalon,3216
55263,Chevrolet,Avalanche,5974
55274,GMC,Savana 2500,457
55276,Toyota,Avalon,1078
55278,Chrysler,Concorde,2457
55308,Dodge,Ram 3500 Club,5144
55326,Mercedes-Benz,SL-Class,599
55329,Jeep,Cherokee,249
55341,Jeep,Liberty,1242
55341,Honda,Prelude,5487
55349,Chevrolet,Venture,1819
55358,Land Rover,Freelander,5662
55358,Pontiac,Bonneville,7048
55367,Lexus,RX,5628
55371,Nissan,Xterra,6479
55372,Chevrolet,TrailBlazer,7388
55387,Porsche,911,419
55394,Chevrolet,Monte Carlo,2068
55424,Chrysler,LeBaron,7621
55426,Mitsubishi,Outlander,4782
55440,Toyota,Tercel,1681
55505,Chevrolet,Sportvan G20,4127
55532,Mitsubishi,Montero Sport,3755
55537,Toyota,Avalon,7139
55544,Porsche,Panamera,7999
55588,Toyota,Tercel,6109
55597,Pontiac,Bonneville,7015
55606,Land Rover,Discovery,502
55617,Chevrolet,Tahoe,3927
55625,Mercury,Cougar,4725
55627,Saturn,VUE,1015
55642,Acura,NSX,7501
55647,Buick,Somerset,223
55647,Chevrolet,3500,3944
55648,Buick,Reatta,3448
55662,Chevrolet,1500,3575
55675,Ford,Econoline E250,3153
55688,Ford,Focus,5773
55692,Mitsubishi,3000GT,2247
55697,GMC,Jimmy,4544
55704,Land Rover,Freelander,4335
55708,BMW,525,3985
55711,GMC,Sierra 3500,3690
55714,BMW,530,986
55716,Honda,Civic,6560
55742,GMC,Sierra 2500,379
55745,Mitsubishi,Lancer Evolution,6060
55763,Chevrolet,Aveo,3729
55780,Cadillac,Seville,2968
55780,Chrysler,Sebring,5700
55782,Dodge,Caravan,4993
55786,Dodge,Ram 50,1611
55787,Oldsmobile,Silhouette,1561
55790,GMC,Savana 1500,7626
55796,Isuzu,Impulse,1828
55826,Porsche,911,3434
55840,GMC,Yukon XL 2500,1684
55845,Chevrolet,Tahoe,3342
55857,Saab,9-5,500
55907,Pontiac,Trans Sport,7485
55919,Hyundai,Azera,3946
55955,Lexus,LS,1824
55977,Pontiac,Parisienne,6495
55979,GMC,2500 Club Coupe,1731
55989,Honda,Civic,3591
56001,GMC,Yukon,2547
56007,Buick,Park Avenue,2020
56032,Acura,Legend,184
56049,BMW,Z3,668
56051,GMC,Canyon,5602
56077,Lexus,GX,3054
56086,Lincoln,Continental,5861
56119,Mercedes-Benz,S-Class,4777
56135,Pontiac,Vibe,3007
56145,Jeep,Cherokee,6498
56148,Ford,Freestar,5651
56152,Saturn,VUE,6106
56164,Toyota,Tacoma,6909
56179,Hyundai,Sonata,586
56223,Saab,9-2X,6761
56232,Dodge,Caliber,1918
56234,Chevrolet,Corvette,6946
56250,Dodge,Ram 1500 Club,3138
56252,Toyota,4Runner,5572
56279,Chevrolet,Corvette,4462
56296,GMC,Yukon,4148
56297,GMC,1500,5466
56298,Chevrolet,Equinox,1445
56330,Volkswagen,Passat,4091
56365,Mitsubishi,Diamante,201
56385,Chevrolet,Sportvan G20,1756
56390,Ford,Windstar,4646
56421,Mitsubishi,Mighty Max,1114
56422,Ford,F350,7038
56437,Toyota,MR2,7163
56451,Mercury,Sable,4854
56452,Audi,S4,406
56452,Dodge,Viper,569
56475,Dodge,Viper,4984
56482,Chevrolet,Lumina,5282
56485,Smart,Fortwo,2344
56486,Mazda,CX-7,5684
56492,Chevrolet,Express,30
56514,Isuzu,Rodeo,4122
56532,Oldsmobile,Bravada,7945
56542,Chevrolet,Blazer,3839
56557,Dodge,Ram 2500,7012
56566,Buick,Rainier,6519
56587,Toyota,4Runner,1659
56590,Honda,Civic,6025
56594,Mazda,Miata MX-5,1914
56594,Chevrolet,Caprice Classic,2447
56596,Honda,Civic,7240
56607,Chrysler,300M,3391
56616,Pontiac,Firefly,1975
56621,Toyota,T100,3574
56648,Mercury,Grand Marquis,5589
56656,Mercury,Tracer,3173
56668,Oldsmobile,Achieva,1809
56685,Mercedes-Benz,500SEC,4521
56686,Hyundai,Sonata,7102
56693,Saturn,VUE,3488
56713,Jaguar,XK,3903
56723,Ford,Ranger,6164
56733,Toyota,Matrix,560
56754,Hummer,H2 SUT,5133
56771,Bentley,Arnage,1579
56780,Volkswagen,GTI,6417
56788,Ford,Fusion,4473
56805,GMC,3500,175
56808,Saab,900,4652
56811,Smart,Fortwo,2129
56822,Suzuki,XL-7,7359
56830,Kia,Amanti,5865
56834,Audi,5000CS Quattro,1171
56847,Nissan,Sentra,120
56856,Jaguar,S-Type,2881
56860,BMW,5 Series,5966
56883,Lincoln,Continental,2170
56902,Cadillac,XLR,3065
56902,Jeep,Grand Cherokee,6300
56905,Dodge,Sprinter,962
56916,Dodge,Dakota,5002
56925,Audi,S5,3437
56931,Volkswagen,Golf,7532
56956,Hyundai,Genesis,2200
56977,Infiniti,G37,2693
56980,Mercedes-Benz,M-Class,2276
56984,Honda,Ridgeline,2761
56987,Acura,Integra,5791
57017,Jeep,Wrangler,3606
57018,Volvo,C70,3316
57048,Hyundai,Veloster,3773
57076,BMW,X6 M,5881
57083,Hyundai,Genesis,4407
57101,Ford,F250,1183
57122,Buick,Regal,469
57130,Lexus,GX,3136
57154,Honda,S2000,6854
57158,Maserati,Quattroporte,1900
57162,Scion,FR-S,1952
57174,Ford,E-Series,4564
57179,Hyundai,Accent,7851
57200,Ford,E150,2696
57231,GMC,Envoy,4745
57246,Chevrolet,Caprice,2604
57247,Land Rover,LR2,6387
57253,Chrysler,Town & Country,5718
57260,Mercedes-Benz,300TE,4723
57268,Hyundai,Elantra,3177
57281,GMC,Savana 3500,3890
57283,Mercedes-Benz,M-Class,2684
57286,Ford,Probe,3099
57295,Mazda,Protege,2985
57311,Saturn,Relay,5783
57320,Lexus,SC,7686
57330,Toyota,Tundra,3996
57357,Porsche,Cayenne,6876
57364,Mercedes-Benz,C-Class,3201
57372,Mazda,B-Series,150
57374,Plymouth,Neon,5797
57386,Buick,Regal,4873
57390,Honda,Ridgeline,6440
57396,BMW,M3,6568
57398,Lincoln,Navigator,6182
57413,Ford,F150,2532
57425,Volvo,C70,7491
57438,Dodge,Nitro,7649
57441,Ford,F-Series Super Duty,1843
57458,Pontiac,Vibe,4672
57459,Audi,Q7,2086
57468,Land Rover,Range Rover,6940
57475,Lincoln,MKX,6589
57487,Ford,Festiva,5847
57507,Pontiac,Grand Prix,5188
57529,Dodge,Stealth,3999
57541,Saturn,Outlook,101
57544,Mazda,Mazda6,2476
57545,Volkswagen,Passat,3500
57556,GMC,Savana 1500,1651
57557,Lotus,Esprit,4884
57577,Audi,200,1830
57577,Mazda,B-Series,7558
57598,Honda,Civic,7043
57606,Panoz,Esperante,7024
57612,Mitsubishi,Diamante,7682
57620,Ford,Escort,2151
57622,Volkswagen,CC,2661
57626,Acura,TL,91
57638,Buick,Century,5981
57653,Chevrolet,S10,1453
57663,Pontiac,6000,4803
57671,Ford,Club Wagon,2402
57703,Mercury,Marquis,2370
57710,Dodge,Neon,3908
57727,Nissan,GT-R,6594
57734,Volkswagen,CC,7966
57735,Chevrolet,Corvette,2180
57737,Honda,Insight,4784
57749,Volvo,S80,5412
57764,Volkswagen,Jetta III,7385
57771,Lincoln,MKZ,6820
57797,GMC,Savana 1500,245
57798,Pontiac,Sunbird,3573
57799,Ford,Club Wagon,3552
57819,GMC,Savana 1500,3016
57828,Mercedes-Benz,SLS AMG,1685
57832,Mitsubishi,Outlander,3458
57841,Mazda,Familia,2738
57845,BMW,X3,167
57851,Pontiac,Aztek,4791
57853,Toyota,Xtra,3433
57865,Plymouth,Neon,7808
57867,Mazda,Mazda6 5-Door,7363
57870,Dodge,Spirit,2230
57892,Aptera,Type-1h,6603
57897,BMW,3 Series,323
57904,Mitsubishi,GTO,7872
57912,Toyota,Prius,7430
57935,Subaru,Brat,837
57938,Maybach,62,2780
57948,Buick,LaCrosse,6829
57951,BMW,1 Series,454
57961,Honda,Insight,5035
57968,Cadillac,STS,6265
57972,Ford,Bronco II,5615
57982,Pontiac,Firebird,7500
57986,Suzuki,XL-7,1528
57990,Ford,E250,1296
57996,Mazda,MX-5,3314
58007,Mercedes-Benz,C-Class,2424
58011,Hyundai,Genesis Coupe,1236
58025,Dodge,Avenger,7361
58043,Chevrolet,G-Series 3500,265
58050,Land Rover,Defender 110,5679
58057,Ford,Probe,3241
58065,Audi,Q5,7256
58066,Ford,Mustang,2991
58069,BMW,M,5343
58073,Cadillac,Eldorado,1811
58094,Kia,Sorento,5632
58107,Ford,Econoline E250,7963
58110,Mercury,Grand Marquis,216
58126,Saturn,Ion,1951
58130,Volvo,940,1781
58151,Chevrolet,APV,1254
58153,Audi,S5,2176
58155,Toyota,Avalon,2400
58220,Infiniti,FX,465
58233,Mercury,Topaz,4805
58236,Pontiac,Grand Prix,1996
58244,Honda,Pilot,905
58253,Volvo,S40,4530
58273,Mazda,Mazda5,6852
58277,Dodge,Dakota Club,2582
58311,Volvo,V70,5866
58317,Chevrolet,Caprice Classic,1470
58322,Ford,Econoline E250,2513
58323,Jeep,Cherokee,5830
58326,Hyundai,Accent,3587
58347,Toyota,4Runner,7811
58348,Volkswagen,Golf,1818
58358,Mercury,Lynx,6156
58368,Porsche,911,1733
58394,Audi,100,6776
58396,GMC,Sierra 3500,1555
58413,Infiniti,G,1785
58432,Cadillac,Escalade ESV,6214
58442,Mazda,MPV,3221
58458,Jeep,Wrangler,408
58466,Toyota,Previa,5349
58472,Porsche,Carrera GT,4366
58478,BMW,X5,1522
58481,Acura,NSX,5401
58489,Audi,Q5,7902
58529,Volvo,S40,6846
58536,Chrysler,Sebring,3203
58546,Mercury,Mountaineer,520
58548,Chrysler,LHS,7580
58595,Saab,9-3,2572
58607,Kia,Spectra,1820
58615,Audi,S6,1621
58620,Audi,V8,3289
58630,Lamborghini,Murciélago LP640,3637
58633,Suzuki,Swift,2822
58639,Lamborghini,Countach,6697
58651,Toyota,MR2,319
58666,Chevrolet,Avalanche 1500,6999
58668,GMC,2500,62
58688,Acura,MDX,5921
58692,GMC,Suburban 2500,5241
58708,Toyota,FJ Cruiser,2041
58716,Cadillac,CTS,855
58744,Lexus,GX,3541
58763,GMC,3500,2484
58788,Toyota,Prius,4892
58791,Ford,Econoline E250,6129
58807,BMW,M3,1327
58809,Buick,Somerset,6640
58812,Lexus,ES,1124
58812,Aston Martin,V8 Vantage,3534
58815,Mercedes-Benz,G-Class,5925
58859,Volkswagen,Type 2,2157
58863,Chevrolet,TrailBlazer,5954
58865,BMW,5 Series,4879
58866,Toyota,Tacoma Xtra,1387
58869,Mitsubishi,Diamante,2223
58877,Toyota,Tacoma,5591
58883,BMW,X6,5182
58903,Nissan,GT-R,1350
58916,Dodge,Magnum,7349
58924,Eagle,Vision,2817
58933,Volkswagen,Corrado,5799
58939,Audi,200,5596
58953,Lamborghini,Gallardo,3556
58985,Dodge,Ram 2500 Club,4086
59010,Jeep,Cherokee,5057
59024,Mercury,Sable,562
59032,Cadillac,Seville,5130
59038,Ford,Probe,6956
59039,Ford,Explorer,2473
59056,Chevrolet,Tahoe,2839
59072,Toyota,Supra,5673
59084,Pontiac,Sunbird,133
59086,Chevrolet,Monte Carlo,1434
59097,Volkswagen,Beetle,7842
59102,Saab,900,3868
59103,Cadillac,Eldorado,5841
59118,GMC,Yukon XL 2500,4531
59140,Mitsubishi,GTO,2646
59145,Chevrolet,Tracker,3498
59157,Ford,Taurus,7209
59167,Chevrolet,Corvette,6994
59173,Audi,A5,3902
59199,Volkswagen,New Beetle,6585
59240,Chrysler,Sebring,1230
59284,Nissan,Pathfinder,1411
59285,Ford,Flex,1696
59307,Volkswagen,Touareg 2,497
59329,Chevrolet,Impala,568
59342,Pontiac,6000,3658
59342,Acura,NSX,4278
59353,Volkswagen,Scirocco,4825
59365,Ford,Club Wagon,2816
59426,Plymouth,Colt Vista,5759
59431,Subaru,Tribeca,2792
59435,Chevrolet,G-Series 3500,3180
59442,Ford,Falcon,84
59442,Cadillac,Escalade,4137
59444,Mercedes-Benz,SL-Class,5724
59454,Chevrolet,Silverado 2500,7600
59467,Ford,Explorer,5931
59468,Pontiac,Bonneville,360
59470,Mitsubishi,Chariot,712
59483,Dodge,Aspen,3721
59485,BMW,Alpina B7,4890
59515,Mazda,626,709
59517,Chevrolet,Colorado,5955
59526,Honda,Pilot,1495
59529,Kia,Sorento,960
59531,Mazda,MX-5,3768
59569,Dodge,Dakota Club,7863
59577,Saab,9-3,4693
59595,Ford,F250,37
59602,Lamborghini,Murciélago,5526
59617,Porsche,968,6202
59621,Saturn,VUE,4419
59666,Ford,Econoline E150,6597
59668,Mitsubishi,Eclipse,5348
59672,Cadillac,DeVille,6737
59677,Cadillac,CTS-V,5833
59679,Ford,Econoline E150,5367
59697,Chevrolet,Monte Carlo,4193
59708,Geo,Prizm,2401
59714,GMC,Savana 2500,5455
59727,Mitsubishi,Cordia,1377
59730,Porsche,928,3718
59733,Pontiac,Bonneville,4862
59754,Ford,Escort,2829
59755,Mitsubishi,Mirage,910
59755,Lamborghini,Diablo,7406
59759,Pontiac,Turbo Firefly,1687
59845,Ford,Aerostar,4434
59855,Ford,Econoline E250,1618
59859,Toyota,Celica,5000
59876,Mercedes-Benz,SL-Class,4563
59897,Buick,Park Avenue,5384
59901,Cadillac,DTS,5899
59910,Volvo,S60,6787
59913,BMW,7 Series,5918
59932,Panoz,Esperante,4694
59937,Subaru,Baja,4842
59940,Buick,Regal,1714
59957,Mercedes-Benz,C-Class,1302
59957,Hyundai,Azera,2993
59962,Audi,A4,7832
59976,Ford,Explorer Sport Trac,4345
59977,Ford,Edge,4659
59987,Nissan,Maxima,2563
60015,Mercury,Grand Marquis,7198
60034,Mazda,B-Series,2349
60034,Ford,Thunderbird,4305
60042,Cadillac,Eldorado,5562
60043,Volvo,XC70,1910
60047,Porsche,911,4799
60050,Ford,Taurus,7968
60062,Lincoln,Mark VII,6277
60066,Nissan,Frontier,7369
60086,Daewoo,Lanos,5471
60093,Lexus,SC,7857
60111,Mercedes-Benz,E-Class,2913
60112,Volvo,XC90,3476
60114,Mitsubishi,Galant,3833
60149,Ford,Flex,1804
60156,Chrysler,300,892
60165,Honda,Passport,7318
60165,Ford,Escort,7434
60167,Toyota,MR2,3381
60170,Chevrolet,Blazer,7019
60176,Suzuki,Swift,2608
60180,Infiniti,I,4767
60183,Mitsubishi,Galant,2243
60187,Ford,Bronco,1005
60195,Lexus,LX,3462
60211,Chevrolet,S10,3751
60232,Buick,Electra,7578
60242,Dodge,Ram Van 2500,5511
60251,GMC,Canyon,4467
60253,Dodge,Dakota Club,3238
60254,Nissan,Frontier,6205
60290,Mazda,B-Series Plus,3645
60317,Dodge,Ram Van 1500,4973
60317,Ford,Laser,7285
60321,Chevrolet,Tahoe,6178
60323,Jeep,Wrangler,4021
60352,Mazda,MX-5,598
60385,Volkswagen,GTI,4297
60403,Buick,Riviera,2335
60428,Holden,Monaro,3511
60428,Chevrolet,Silverado 3500,5059
60434,Volvo,V50,1564
60442,Hyundai,Elantra,2010
60443,Ford,Flex,2491
60447,Dodge,Ram 2500,2413
60462,Mercedes-Benz,CLK-Class,7032
60467,Chevrolet,Corvette,6634
60489,Ford,E250,6757
60514,Chrysler,LeBaron,5701
60557,Chevrolet,Caprice,281
60565,Ford,Thunderbird,6882
60585,Mercedes-Benz,SL-Class,534
60589,Jeep,Liberty,1871
60591,Dodge,Stealth,3735
60595,Mercedes-Benz,R-Class,266
60600,Shelby,GT350,5565
60601,Volkswagen,Passat,7303
60606,Isuzu,Hombre Space,1347
60606,Ford,Explorer Sport,4058
60620,Ford,Festiva,6965
60634,Nissan,Sentra,4030
60635,Lincoln,LS,147
60637,Buick,Roadmaster,6288
60641,Ford,Focus,5751
60642,Ford,LTD Crown Victoria,2300
60650,Isuzu,VehiCROSS,4572
60688,Acura,CL,1457
60697,Ford,E250,264
60697,Hummer,H1,6746
60706,Ford,F350,4602
60714,Bentley,Continental Super,1572
60725,Mercury,Grand Marquis,5617
60727,Chevrolet,Silverado 2500,2022
60737,Nissan,NX,3506
60753,Ford,Flex,1578
60756,Kia,Spectra,3676
60767,Lexus,LS,7633
60788,Mitsubishi,Challenger,3617
60790,Audi,4000s,6365
60793,Mazda,929,3420
60809,GMC,3500 Club Coupe,2732
60814,Land Rover,Discovery,7157
60865,Chevrolet,Silverado,4118
60872,Nissan,240SX,1375
60873,Mercury,Cougar,1116
60886,Buick,Special,3788
60891,Mercedes-Benz,CL-Class,6240
60892,Ford,Explorer Sport,792
60897,Pontiac,Sunfire,3334
60910,Pontiac,Bonneville,5314
60923,Mazda,MX-6,3472
60937,Ford,Econoline E350,4218
60940,Volvo,S80,4436
60956,Mercury,Milan,7998
60961,Mercury,Sable,2359
61016,Land Rover,Range Rover Sport,5508
61021,Saturn,L-Series,7568
61027,GMC,2500,7065
61082,Maserati,Coupe,3929
61095,Lamborghini,Aventador,2186
61098,Suzuki,Kizashi,959
61112,Honda,del Sol,5646
61132,Dodge,Durango,6116
61149,Audi,A6,6051
61168,Suzuki,SX4,2553
61189,Isuzu,Rodeo Sport,7447
61201,Lexus,IS,1815
61211,Infiniti,G25,1430
61235,Mercedes-Benz,E-Class,679
61238,Ford,Windstar,2353
61256,Mercury,Villager,6043
61258,GMC,Acadia,4375
61291,GMC,Sierra 3500,770
61299,Audi,A5,4165
61304,Lotus,Elan,1504
61304,Chrysler,Concorde,7916
61334,Lexus,LS,7172
61361,Mitsubishi,Mirage,4338
61363,Isuzu,Ascender,1842
61372,Kia,Rio,3495
61376,Pontiac,Tempest,1737
61376,Mercedes-Benz,C-Class,6646
61377,Honda,CR-V,2834
61378,Chevrolet,Camaro,3851
61385,Infiniti,QX,3015
61388,Ford,Taurus,4651
61403,Corbin,Sparrow,6070
61429,BMW,X6,3855
61448,Volkswagen,CC,4589
61453,Plymouth,Neon,5425
61463,Oldsmobile,Ciera,7352
61476,Ford,Ranger,3405
61476,Bentley,Arnage,4057
61478,Dodge,Ram Van B250,1359
61485,Mercury,Tracer,6254
61543,MINI,Countryman,1188
61544,Buick,Century,4044
61586,Suzuki,Swift,5468
61607,Volvo,850,2720
61607,Mitsubishi,Mirage,5205
61617,Mercedes-Benz,SLK-Class,5862
61618,Honda,Passport,4465
61630,Volkswagen,Cabriolet,2239
61642,GMC,Savana 1500,7740
61649,Subaru,Leone,5973
61660,Mazda,Mazda3,7736
61662,Dodge,Ram 3500,6292
61672,Subaru,B9 Tribeca,1515
61690,Chevrolet,Corvette,872
61691,Mitsubishi,Lancer Evolution,1903
61692,Hyundai,Azera,6826
61694,Chevrolet,Suburban 1500,152
61695,Buick,Skylark,6133
61707,Mercedes-Benz,E-Class,3443
61772,Honda,S2000,1883
61786,Subaru,SVX,1186
61803,Lexus,IS,472
61812,Mazda,Mazda3,1474
61818,MINI,Clubman,2039
61824,Isuzu,Hombre,7779
61826,Saturn,L-Series,5237
61840,BMW,X5,628
61844,Subaru,Tribeca,6570
61871,Infiniti,G,2007
61878,Pontiac,Grand Prix,6097
61880,Mercury,Grand Marquis,328
61906,Porsche,911,7530
61913,Nissan,Pathfinder,3540
61931,Jeep,Cherokee,3471
61937,Infiniti,G35,2395
61950,Toyota,Prius,1609
61952,Maserati,GranSport,2521
61957,Ford,Mustang,3891
61986,Plymouth,Breeze,6785
61988,GMC,Jimmy,7634
61990,Hyundai,Scoupe,4535
61990,Dodge,Ram 3500 Club,4886
61993,Pontiac,Bonneville,387
61999,Lamborghini,Diablo,2472
62009,Mazda,Navajo,1613
62016,Hyundai,Santa Fe,698
62016,Ford,Edge,2765
62026,Dodge,Stratus,5770
62050,Subaru,SVX,5666
62069,Jeep,Grand Cherokee,623
62071,Jeep,Grand Cherokee,7309
62077,Chevrolet,Malibu,2965
62077,Pontiac,Grand Prix,6339
62128,Chrysler,Town & Country,6957
62157,Volvo,S80,4418
62171,Cadillac,DTS,3593
62174,Land Rover,Defender 90,1954
62186,Lamborghini,Murciélago,6436
62208,Mercury,Monterey,1235
62220,Shelby,GT350,77
62258,Saab,9-5,6069
62261,Chevrolet,Malibu,7459
62277,Isuzu,i-Series,3025
62282,Audi,RS 6,4909
62290,Porsche,Cayenne,132
62298,Volkswagen,rio,2106
62306,Buick,Lucerne,1796
62318,Mercedes-Benz,CL-Class,1325
62318,Honda,Pilot,4232
62323,GMC,Acadia,441
62333,BMW,6 Series,970
62344,Nissan,Altima,4276
62345,Chrysler,Voyager,3110
62345,Isuzu,Hombre Space,5060
62352,BMW,5 Series,4100
62358,Oldsmobile,Bravada,4495
62363,Bentley,Continental Flying Spur,5380
62416,Pontiac,Grand Prix,6581
62431,BMW,3 Series,6004
62466,Mercedes-Benz,SL-Class,2575
62469,Buick,Skyhawk,808
62496,Ford,Aerostar,3543
62502,Nissan,Armada,4739
62520,Infiniti,QX56,5927
62534,Ford,E-Series,5233
62534,Lincoln,Continental Mark VII,6657
62538,Mazda,Familia,5933
62558,BMW,M3,5214
62565,Chevrolet,Colorado,2227
62573,Ford,Falcon,1170
62576,Dodge,Ram 1500 Club,17
62588,Toyota,4Runner,3651
62636,Volkswagen,Golf,359
62638,BMW,Z4 M,829
62648,Mercedes-Benz,SLK-Class,5965
62648,Toyota,Supra,6098
62674,Mazda,B-Series,2317
62679,Mitsubishi,Truck,3679
62679,Dodge,D250 Club,3837
62682,Chevrolet,Tracker,1542
62700,Lexus,GS,7675
62717,Cadillac,Escalade,6341
62719,Mazda,Familia,3223
62724,Infiniti,G37,7307
62745,Ford,Escort,7002
62767,Ford,F-Series,3885
62769,Volkswagen,GTI,723
62777,Toyota,Tundra,7044
62789,Toyota,4Runner,1658
62812,Ford,Ranger,4617
62820,Plymouth,Breeze,6621
62834,Honda,Insight,7470
62836,Lexus,GS,998
62857,Buick,Skylark,4108
62863,Chevrolet,Sonic,2970
62867,Dodge,Grand Caravan,7391
62870,Volvo,V50,1568
62878,Pontiac,Bonneville,2383
62879,Ford,Freestar,1266
62881,Chrysler,Imperial,4761
62887,Ford,Mustang,6022
62902,Jeep,Liberty,3733
62913,Chevrolet,Impala,3158
62940,Bentley,Continental Flying Spur,7766
62949,Oldsmobile,Achieva,4628
63026,Ford,Focus ST,4179
63029,Ford,F150,5134
63041,BMW,3 Series,861
63074,Ford,Explorer Sport Trac,1476
63075,Toyota,Previa,948
63089,Chevrolet,Equinox,2589
63092,Acura,Integra,2904
63147,Isuzu,i-290,5693
63164,Ford,Windstar,7781
63197,Mercury,Capri,7110
63203,Mercedes-Benz,E-Class,4991
63204,Mitsubishi,Galant,5393
63205,BMW,X5 M,6520
63206,Chevrolet,Venture,1775
63218,Chevrolet,G-Series G20,5208
63262,Dodge,Challenger,2755
63271,Ford,F450,6281
63280,Mitsubishi,GTO,5599
63302,Mitsubishi,Diamante,462
63306,Ford,Explorer,3226
63308,Audi,S4,7784
63312,Mitsubishi,Expo,833
63319,Volvo,S80,5717
63353,Pontiac,Aztek,3290
63357,Mercury,Mountaineer,6935
63358,Lexus,IS,2434
63359,Mitsubishi,Diamante,2705
63362,Mazda,MX-5,4571
63369,Lamborghini,Diablo,5357
