integer-1,decimal-1,decimal-1,decimal-1
19621,13.00,20028.06,0.09
19638,22.00,34267.86,0.06
19660,17.00,26854.22,0.09
19694,18.00,29046.42,0.03
19697,26.00,42033.94,0.07
19846,22.00,38848.48,0.09
19850,25.00,44246.25,0.00
19851,14.00,24791.90,0.05
19863,30.00,53485.80,0.03
19944,3.00,5591.82,0.00
57,9.00,8613.45,0.02
69,30.00,29071.80,0.10
120,4.00,4080.48,0.01
123,27.00,27624.24,0.03
179,27.00,29137.59,0.04
181,13.00,14055.34,0.06
239,25.00,28480.75,0.07
332,9.00,11090.97,0.04
337,30.00,37119.90,0.09
345,22.00,27397.48,0.00
375,19.00,24232.03,0.09
404,20.00,26088.00,0.00
466,4.00,5465.84,0.06
586,13.00,19325.54,0.02
640,20.00,30812.80,0.08
667,30.00,47029.80,0.05
831,11.00,19050.13,0.07
847,4.00,6991.36,0.08
928,23.00,42065.16,0.00
1046,24.00,22728.96,0.02
1047,5.00,4740.20,0.09
1111,17.00,17205.87,0.05
1112,25.00,25327.75,0.06
1122,13.00,13300.56,0.01
1138,19.00,19743.47,0.10
1181,5.00,5410.90,0.06
1183,11.00,11925.98,0.04
1227,20.00,22564.40,0.01
1246,11.00,12619.64,0.06
1280,3.00,3543.84,0.02
1424,14.00,18555.88,0.08
1425,25.00,33160.50,0.01
1434,2.00,2670.86,0.08
1442,17.00,22838.48,0.04
1468,21.00,28758.66,0.07
1570,10.00,14715.70,0.06
1605,4.00,6026.40,0.01
1605,12.00,18079.20,0.09
1612,26.00,39353.86,0.09
1675,30.00,47300.10,0.07
1731,4.00,6530.92,0.04
1741,12.00,19712.88,0.04
1743,14.00,23026.36,0.10
1750,29.00,47900.75,0.09
1844,23.00,40154.32,0.05
1869,29.00,51354.94,0.10
1901,11.00,19831.90,0.00
1912,11.00,19953.01,0.01
1936,5.00,9189.65,0.10
1984,8.00,15087.84,0.00
2027,7.00,6503.14,0.05
2049,16.00,15216.64,0.00
2073,19.00,18526.33,0.02
2168,1.00,1070.16,0.06
2250,4.00,4609.00,0.01
2266,30.00,35047.80,0.10
2317,4.00,4877.24,0.00
2322,18.00,22037.76,0.00
2356,9.00,11325.15,0.03
2370,5.00,6361.85,0.01
2372,24.00,30584.88,0.09
2441,13.00,17464.72,0.06
2459,29.00,39482.05,0.02
2487,17.00,23621.16,0.04
2492,3.00,4183.47,0.02
2497,27.00,37786.23,0.09
2652,7.00,10882.55,0.10
2679,24.00,37960.08,0.03
2696,20.00,31973.80,0.09
2705,23.00,36977.10,0.02
2738,20.00,32814.60,0.07
2818,9.00,15487.29,0.10
2996,18.00,34181.82,0.07
3012,26.00,23790.26,0.07
3150,10.00,10531.50,0.01
3159,7.00,7435.05,0.06
3160,16.00,17010.56,0.02
3228,14.00,15837.08,0.01
3290,29.00,34605.41,0.01
3292,27.00,32272.83,0.00
3360,12.00,15160.32,0.02
3458,20.00,27229.00,0.05
3498,14.00,19620.86,0.02
3508,2.00,2823.00,0.10
3512,11.00,15570.61,0.08
3566,15.00,22043.40,0.09
3605,27.00,40732.20,0.07
3642,1.00,1545.64,0.02
3741,9.00,14802.66,0.02
3769,13.00,21745.88,0.05
3833,13.00,22578.79,0.08
3903,22.00,39751.80,0.06
3958,30.00,55858.50,0.09
3998,4.00,7607.96,0.04
4058,22.00,21165.10,0.10
4119,19.00,19439.09,0.03
4127,29.00,29902.48,0.08
4132,14.00,14505.82,0.08
4151,11.00,11606.65,0.00
4259,30.00,34897.50,0.02
4302,21.00,25332.30,0.05
4338,8.00,9938.64,0.09
4366,30.00,38110.80,0.00
4366,24.00,30488.64,0.07
4425,8.00,10635.36,0.01
4466,9.00,12334.14,0.00
4496,27.00,37813.23,0.09
4498,6.00,8414.94,0.07
4555,2.00,2919.10,0.09
4571,28.00,41315.96,0.07
4580,2.00,2969.16,0.07
4603,2.00,3015.20,0.09
4653,11.00,17134.15,0.02
4689,18.00,28686.24,0.05
4691,4.00,6382.76,0.01
4697,16.00,25627.04,0.03
4702,11.00,17673.70,0.08
4770,22.00,36844.94,0.07
4790,8.00,13558.32,0.08
4811,11.00,18873.91,0.01
4864,6.00,10613.16,0.09
4895,2.00,3599.78,0.07
4923,10.00,18279.20,0.03
4925,28.00,51237.76,0.06
4973,18.00,33803.46,0.07
4988,10.00,18929.80,0.03
5058,1.00,963.05,0.09
5076,26.00,25507.82,0.10
5116,19.00,19401.09,0.07
5123,19.00,19534.28,0.01
5174,5.00,5395.85,0.02
5246,5.00,5756.20,0.06
5257,1.00,1162.25,0.06
5283,3.00,3564.84,0.06
5294,14.00,16790.06,0.05
5314,23.00,28044.13,0.10
5323,1.00,1228.32,0.05
5328,19.00,23433.08,0.04
5437,19.00,25506.17,0.07
5481,23.00,31889.04,0.04
5535,23.00,33132.19,0.09
5537,1.00,1442.53,0.10
5560,30.00,43966.80,0.08
5592,30.00,44927.70,0.03
5609,8.00,12116.80,0.07
5705,16.00,25771.20,0.07
5720,8.00,13005.76,0.10
5783,30.00,50663.40,0.09
5813,18.00,30938.58,0.10
5837,11.00,19171.13,0.01
5994,9.00,17099.91,0.06
6045,6.00,5706.24,0.00
6102,10.00,10081.00,0.07
6190,11.00,12058.09,0.10
6235,1.00,1141.23,0.05
6276,26.00,30739.02,0.04
6392,22.00,28564.58,0.02
6413,16.00,21110.56,0.09
6484,1.00,1390.48,0.10
6568,19.00,28016.64,0.01
6594,19.00,28511.21,0.00
6735,23.00,37759.79,0.04
6735,29.00,47610.17,0.01
6839,3.00,5237.49,0.02
6849,3.00,5267.52,0.00
6877,27.00,48164.49,0.01
6968,1.00,1874.96,0.05
7067,2.00,1948.12,0.10
7125,13.00,13417.56,0.02
7161,8.00,8545.28,0.05
7236,1.00,1143.23,0.08
7302,8.00,9674.40,0.10
7312,25.00,30482.75,0.10
7357,9.00,11379.15,0.07
7409,11.00,14480.40,0.10
7440,8.00,10779.52,0.08
7455,30.00,40873.50,0.07
7491,9.00,12586.41,0.10
7492,1.00,1399.49,0.08
7493,9.00,12604.41,0.01
7499,25.00,35162.25,0.08
7572,14.00,20713.98,0.08
7591,11.00,16484.49,0.04
7725,14.00,22858.08,0.01
7815,13.00,22396.53,0.09
7830,21.00,36494.43,0.08
7839,5.00,8734.15,0.08
7852,29.00,51035.65,0.10
7854,30.00,52855.50,0.02
7877,27.00,48191.49,0.05
7887,5.00,8974.40,0.04
7963,5.00,9354.80,0.01
7990,27.00,51245.73,0.10
7992,9.00,17099.91,0.02
8058,10.00,9660.50,0.03
8135,25.00,26078.25,0.09
8170,26.00,28032.42,0.03
8189,30.00,32915.40,0.00
8228,26.00,29541.72,0.06
8269,3.00,3531.78,0.07
8278,3.00,3558.81,0.04
8348,10.00,12563.40,0.07
8372,21.00,26887.77,0.09
8379,14.00,18023.18,0.02
8393,22.00,28630.58,0.05
8416,26.00,34434.66,0.04
8494,21.00,29452.29,0.04
8498,28.00,39381.72,0.10
8513,26.00,36959.26,0.08
8515,8.00,11388.08,0.00
8530,30.00,43155.90,0.03
8589,17.00,25458.86,0.09
8625,17.00,26071.54,0.08
8704,8.00,12901.60,0.02
8720,8.00,13029.76,0.01
8769,4.00,6711.04,0.08
8841,14.00,24497.76,0.09
8853,16.00,28189.60,0.01
8873,26.00,46328.62,0.03
8875,7.00,12487.09,0.00
8970,16.00,30063.52,0.10
9034,16.00,15088.48,0.07
9100,17.00,17154.70,0.09
9117,5.00,5130.55,0.06
9218,2.00,2254.42,0.03
9244,17.00,19605.08,0.00
9247,18.00,20812.32,0.03
9298,30.00,36218.70,0.01
9321,15.00,18454.80,0.06
9379,7.00,9018.59,0.06
9395,22.00,28696.58,0.04
9484,26.00,36230.48,0.09
9506,17.00,24063.50,0.01
9553,21.00,30713.55,0.06
9564,5.00,7367.80,0.04
9601,24.00,36254.40,0.10
9622,20.00,30632.40,0.01
9627,2.00,3073.24,0.08
9709,6.00,9712.20,0.10
9711,24.00,38897.04,0.10
9752,18.00,29911.50,0.04
9829,17.00,29559.94,0.07
9965,6.00,11249.76,0.01
10033,16.00,15088.48,0.06
10075,14.00,13790.98,0.06
10178,14.00,15234.38,0.00
10191,2.00,2202.38,0.05
10199,5.00,5545.95,0.03
10215,21.00,23629.41,0.02
10231,13.00,14835.99,0.01
10241,10.00,11512.40,0.02
10276,22.00,26097.94,0.06
10298,5.00,6041.45,0.06
10310,30.00,36609.30,0.01
10380,19.00,24517.22,0.03
10391,5.00,6506.95,0.08
10405,18.00,23677.20,0.00
10441,5.00,6757.20,0.09
10630,26.00,40056.38,0.08
10645,18.00,28001.52,0.01
10659,29.00,45519.85,0.03
10696,15.00,24100.35,0.10
10728,1.00,1638.72,0.01
10790,1.00,1700.79,0.06
10817,9.00,15550.29,0.05
10829,24.00,41755.68,0.03
10833,10.00,17438.30,0.08
10891,30.00,54056.70,0.08
10900,25.00,45272.50,0.07
10960,23.00,43032.08,0.00
10971,7.00,13173.79,0.04
10994,19.00,36194.81,0.01
11002,10.00,9130.00,0.10
11046,25.00,23926.00,0.06
11049,3.00,2880.12,0.00
11090,16.00,16017.44,0.01
11100,29.00,29321.90,0.09
11136,2.00,2094.26,0.08
11168,18.00,19424.88,0.01
11237,28.00,32150.44,0.10
11265,15.00,17643.90,0.00
11277,2.00,2376.54,0.07
11289,27.00,32407.56,0.07
11290,11.00,13214.19,0.05
11320,27.00,33245.64,0.09
11349,22.00,27727.48,0.02
11379,27.00,34839.99,0.10
11406,16.00,21078.40,0.07
11441,1.00,1352.44,0.10
11454,18.00,24578.10,0.08
11463,23.00,31612.58,0.06
11472,30.00,41504.10,0.03
11507,13.00,18440.50,0.09
11526,9.00,12937.68,0.08
11539,14.00,20307.42,0.07
11549,21.00,30671.34,0.01
11557,29.00,42587.95,0.06
11580,26.00,38781.08,0.08
11605,8.00,12132.80,0.06
11687,19.00,30374.92,0.08
11690,13.00,20821.97,0.02
11747,20.00,33174.80,0.00
11770,16.00,26908.32,0.09
11774,13.00,21915.01,0.09
11887,24.00,43173.12,0.09
11894,19.00,34311.91,0.07
11937,14.00,25885.02,0.04
11949,1.00,1860.94,0.03
11957,10.00,18689.50,0.02
12010,25.00,23050.25,0.09
12123,18.00,18632.16,0.05
12144,22.00,23235.08,0.02
12170,21.00,22725.57,0.03
12171,25.00,27079.25,0.06
12190,22.00,24248.18,0.07
12252,1.00,1164.25,0.00
12260,10.00,11722.60,0.04
12338,1.00,1250.33,0.03
12347,13.00,16371.42,0.10
12377,15.00,19340.55,0.10
12383,7.00,9067.66,0.02
12395,16.00,20918.24,0.00
12502,8.00,11316.00,0.05
12570,23.00,34099.11,0.06
12583,1.00,1495.58,0.05
12634,17.00,26292.71,0.08
12715,21.00,34181.91,0.02
12747,20.00,33194.80,0.08
12753,7.00,11660.25,0.08
12757,2.00,3339.50,0.09
12807,13.00,22357.40,0.00
12845,22.00,38672.48,0.03
12888,10.00,18008.80,0.03
12943,24.00,44542.56,0.04
12946,13.00,24166.22,0.08
12992,6.00,11429.94,0.00
13046,6.00,5754.24,0.02
13064,9.00,8793.54,0.02
13067,3.00,2940.18,0.02
13089,6.00,6012.48,0.06
13114,18.00,18487.98,0.04
13174,16.00,17394.72,0.07
13205,6.00,6709.20,0.10
13241,22.00,25393.28,0.05
13268,8.00,9450.08,0.10
13325,24.00,29719.68,0.01
13330,13.00,16163.29,0.06
13379,6.00,7754.22,0.05
13393,28.00,36578.92,0.06
13401,20.00,26288.00,0.01
13446,24.00,32626.56,0.07
13496,27.00,38056.23,0.07
13535,27.00,39110.31,0.07
13621,24.00,36830.88,0.03
13662,1.00,1575.66,0.09
13711,29.00,47116.59,0.02
13730,12.00,19724.76,0.08
13739,21.00,34707.33,0.08
13766,17.00,28555.92,0.06
13786,8.00,13598.24,0.02
13805,14.00,24063.20,0.06
13826,7.00,12178.74,0.00
13848,18.00,31713.12,0.04
13864,2.00,3555.72,0.08
13882,30.00,53876.40,0.08
13893,2.00,3613.78,0.08
13893,18.00,32524.02,0.00
13918,28.00,51293.48,0.01
13958,23.00,43054.85,0.02
13958,24.00,44926.80,0.10
13986,2.00,3799.96,0.02
13995,18.00,34361.82,0.10
14007,11.00,10131.00,0.04
14072,30.00,29582.10,0.06
14078,1.00,992.07,0.08
14122,17.00,17614.04,0.10
14166,16.00,17282.56,0.04
14166,29.00,31324.64,0.02
14253,15.00,17508.75,0.00
14334,26.00,32456.58,0.08
14423,6.00,8024.52,0.02
14506,23.00,32671.50,0.06
14513,25.00,35687.75,0.03
14532,22.00,31823.66,0.00
14537,17.00,24676.01,0.10
14574,15.00,22328.55,0.08
14641,28.00,43557.92,0.06
14660,13.00,20470.58,0.03
14667,9.00,14234.94,0.06
14670,6.00,9508.02,0.09
14698,27.00,43542.63,0.03
14701,14.00,22619.80,0.02
14716,17.00,27722.07,0.03
14744,15.00,24881.10,0.06
14753,22.00,36690.50,0.00
14757,29.00,48480.75,0.02
14810,4.00,6899.24,0.10
14816,19.00,32885.39,0.08
14835,15.00,26247.45,0.10
14848,9.00,15865.56,0.02
14850,12.00,21178.20,0.00
14994,2.00,3817.98,0.06
15016,12.00,11172.12,0.06
15142,5.00,5285.70,0.09
15160,23.00,24728.68,0.04
15258,29.00,34024.25,0.07
15309,16.00,19588.80,0.09
15330,21.00,26151.93,0.09
15341,7.00,8794.38,0.10
15480,18.00,25118.64,0.00
15582,17.00,25458.86,0.02
15725,29.00,47580.88,0.10
15732,12.00,19772.76,0.07
15737,17.00,28096.41,0.08
15749,16.00,26635.84,0.04
15857,24.00,42548.40,0.06
15920,3.00,5507.76,0.01
15996,19.00,36327.81,0.03
16009,7.00,6475.00,0.08
16009,16.00,14800.00,0.08
16025,8.00,7528.16,0.07
16048,20.00,19280.80,0.03
16099,16.00,16241.44,0.05
16145,15.00,15917.10,0.06
16149,14.00,14911.96,0.02
16182,1.00,1098.18,0.08
16405,26.00,34356.40,0.00
16453,17.00,23280.65,0.06
16542,16.00,23336.64,0.09
16569,30.00,44566.80,0.06
16602,26.00,39483.60,0.10
16612,1.00,1528.61,0.03
16617,28.00,42941.08,0.09
16629,20.00,30912.40,0.00
16631,7.00,10833.41,0.09
16639,18.00,28001.34,0.08
16645,5.00,7808.20,0.03
16680,21.00,33530.28,0.08
16699,30.00,48470.70,0.08
16717,19.00,31040.49,0.06
16726,17.00,27926.24,0.01
16742,7.00,11611.18,0.03
16743,10.00,16597.40,0.00
16751,15.00,25016.25,0.05
16759,20.00,33515.00,0.08
17024,20.00,18820.40,0.06
17127,23.00,24014.76,0.10
17181,27.00,29650.86,0.08
17197,11.00,12256.09,0.07
17199,18.00,20091.42,0.03
17232,10.00,11492.30,0.08
17324,6.00,7447.92,0.06
17470,7.00,9712.29,0.10
17508,26.00,37063.00,0.06
17554,14.00,20601.70,0.08
17586,23.00,34582.34,0.06
17619,25.00,38415.25,0.10
17655,6.00,9435.90,0.08
17684,15.00,24025.20,0.10
17804,9.00,15496.20,0.10
17915,26.00,47655.66,0.03
17972,1.00,1889.97,0.04
18039,26.00,24882.78,0.01
18040,29.00,27783.16,0.08
18048,19.00,18354.76,0.09
18121,4.00,4156.48,0.09
18136,25.00,26353.25,0.05
18210,27.00,30461.67,0.05
18234,15.00,17283.45,0.01
18264,3.00,3546.78,0.06
18305,8.00,9786.40,0.08
18411,20.00,26588.20,0.00
18437,22.00,29819.46,0.04
18441,1.00,1359.44,0.03
18453,9.00,12343.05,0.04
18489,20.00,28149.60,0.04
18521,9.00,12955.68,0.09
18536,29.00,42181.37,0.06
18615,4.00,6134.44,0.05
18664,3.00,4747.98,0.05
18670,4.00,6354.68,0.04
18700,15.00,24280.50,0.03
18737,25.00,41393.25,0.04
18837,5.00,8779.15,0.06
18849,8.00,14142.72,0.08
18944,13.00,24218.22,0.03
18953,30.00,56158.50,0.01
18996,4.00,7659.96,0.05
19175,21.00,22977.57,0.02
19191,8.00,8881.52,0.09
19262,12.00,14175.12,0.05
19298,17.00,20693.93,0.04
19315,20.00,24686.20,0.02
19345,14.00,17700.76,0.04
19397,13.00,17113.07,0.00
19436,2.00,2710.86,0.05
19470,26.00,36126.22,0.06
19470,30.00,41684.10,0.00
19561,20.00,29611.20,0.03
19591,18.00,27190.62,0.08
19612,18.00,27568.98,0.01
19637,13.00,20236.19,0.01
19655,12.00,18895.80,0.03
19672,18.00,28650.06,0.06
19679,22.00,35170.74,0.01
19731,10.00,16507.30,0.04
19774,12.00,20325.24,0.05
19865,18.00,32127.48,0.05
19875,27.00,48461.49,0.09
19899,12.00,21826.68,0.05
19948,13.00,24283.22,0.00
19949,24.00,44854.56,0.08
29,27.00,25083.54,0.02
52,23.00,21897.15,0.10
101,10.00,10011.00,0.05
256,2.00,2312.50,0.06
258,13.00,15057.25,0.08
287,1.00,1187.28,0.09
383,8.00,10267.04,0.05
444,5.00,6722.20,0.02
450,13.00,17555.85,0.06
513,17.00,24029.67,0.09
518,2.00,2837.02,0.05
530,26.00,37193.78,0.01
545,18.00,26019.72,0.07
559,22.00,32110.10,0.04
571,29.00,42675.53,0.08
600,17.00,25510.20,0.05
606,17.00,25612.20,0.01
710,6.00,9664.26,0.10
735,16.00,26171.68,0.07
791,25.00,42294.75,0.05
810,27.00,46191.87,0.04
812,11.00,18840.91,0.00
924,18.00,32848.56,0.03
927,7.00,12795.44,0.05
946,18.00,33244.92,0.08
984,24.00,45239.52,0.02
1035,16.00,14976.48,0.04
1039,27.00,25380.81,0.04
1042,8.00,7544.32,0.02
1087,8.00,7904.64,0.08
1215,29.00,32370.09,0.00
1254,28.00,32347.00,0.02
1291,16.00,19076.64,0.00
1292,18.00,21479.22,0.04
1342,8.00,9946.72,0.03
1344,11.00,13698.74,0.04
1346,6.00,7484.04,0.01
1377,3.00,3835.11,0.05
1479,7.00,9663.29,0.10
1509,15.00,21157.50,0.04
1545,16.00,23144.64,0.09
1577,26.00,38442.82,0.02
1584,3.00,4456.74,0.09
1588,9.00,13406.22,0.10
1603,12.00,18055.20,0.10
1621,1.00,1522.62,0.06
1639,12.00,18487.56,0.06
1745,3.00,4940.22,0.02
1849,16.00,28013.44,0.04
1893,22.00,39487.58,0.03
1912,22.00,39906.02,0.07
1917,27.00,49110.57,0.04
1935,25.00,45923.25,0.08
1943,6.00,11069.64,0.10
2002,11.00,9944.00,0.08
2022,25.00,23100.50,0.00
2048,19.00,18050.76,0.10
2152,30.00,31624.50,0.01
2172,13.00,13964.21,0.00
2191,18.00,19677.42,0.04
2209,12.00,13334.40,0.02
2296,1.00,1198.29,0.09
2347,5.00,6246.70,0.08
2378,26.00,33289.62,0.01
2441,9.00,12090.96,0.05
2468,29.00,39743.34,0.03
2513,14.00,19817.14,0.07
2531,16.00,22936.48,0.07
2581,29.00,43023.82,0.03
2596,26.00,38963.34,0.09
2627,5.00,7648.10,0.09
2667,8.00,12557.28,0.02
2673,14.00,22059.38,0.09
2703,18.00,28902.60,0.08
2736,28.00,45884.44,0.00
2830,2.00,3465.66,0.06
2858,2.00,3521.70,0.06
2959,3.00,5585.85,0.01
2972,18.00,33749.46,0.09
3011,30.00,27420.30,0.07
3109,29.00,29350.90,0.08
3153,7.00,7393.05,0.06
3158,11.00,11672.65,0.00
3215,1.00,1118.21,0.08
3219,17.00,19077.57,0.08
3250,15.00,17298.75,0.08
3250,16.00,18452.00,0.06
3264,21.00,24512.46,0.04
3268,3.00,3513.78,0.10
3340,10.00,12433.40,0.09
3342,18.00,22416.12,0.01
3345,18.00,22470.12,0.08
3417,21.00,27728.61,0.06
3485,25.00,34712.00,0.10
3534,30.00,43125.90,0.03
3639,15.00,23139.45,0.05
3649,2.00,3105.28,0.01
3742,6.00,9874.44,0.08
3749,4.00,6610.96,0.04
3782,19.00,32029.82,0.07
3792,24.00,40698.96,0.00
3854,17.00,29883.45,0.07
3886,15.00,26848.20,0.05
3892,24.00,43101.36,0.02
3916,27.00,49137.57,0.09
3942,13.00,23997.22,0.03
3958,5.00,9309.75,0.04
3997,26.00,49425.74,0.04
4002,27.00,24462.00,0.00
4067,9.00,8739.54,0.05
4112,19.00,19306.09,0.07
4149,29.00,30541.06,0.09
4167,18.00,19280.88,0.06
4177,28.00,30272.76,0.08
4245,29.00,33327.96,0.03
4258,14.00,16271.50,0.02
4285,30.00,35678.40,0.05
4291,9.00,10757.61,0.04
4367,4.00,5085.44,0.00
4487,30.00,41744.40,0.08
4516,28.00,39774.28,0.04
4609,15.00,22704.00,0.03
4699,22.00,35281.18,0.07
4715,15.00,24295.65,0.08
4735,9.00,14757.57,0.10
4747,5.00,8258.70,0.07
4776,21.00,35296.17,0.00
4788,24.00,40626.72,0.01
4823,18.00,31100.76,0.01
4848,13.00,22786.92,0.03
4931,9.00,16523.37,0.06
4952,19.00,35282.05,0.05
4990,23.00,43584.77,0.04
5037,28.00,26376.84,0.08
5106,15.00,15166.50,0.02
5123,30.00,30843.60,0.04
5169,18.00,19334.88,0.06
5197,22.00,24248.18,0.08
5206,20.00,22224.00,0.04
5210,5.00,5576.05,0.10
5266,16.00,18740.16,0.10
5308,19.00,23052.70,0.06
5329,26.00,32092.32,0.09
5329,15.00,18514.80,0.02
5330,22.00,27177.26,0.03
5432,22.00,29423.46,0.06
5463,12.00,16421.52,0.09
5535,26.00,37453.78,0.04
5615,6.00,9123.66,0.04
5624,28.00,42829.36,0.06
5634,10.00,15396.30,0.01
5846,9.00,15766.56,0.07
5874,29.00,51616.23,0.09
5907,25.00,45322.50,0.07
5911,15.00,27253.65,0.01
5923,11.00,20118.12,0.05
5971,10.00,18769.70,0.08
5999,26.00,49529.74,0.04
6075,27.00,26488.89,0.06
6088,15.00,14911.20,0.04
6119,14.00,14351.54,0.00
6232,11.00,12520.53,0.03
6244,17.00,19554.08,0.05
6317,17.00,20796.27,0.00
6365,23.00,29241.28,0.04
6378,10.00,12843.70,0.08
6416,4.00,5289.64,0.04
6433,22.00,29467.46,0.09
6474,26.00,35892.22,0.01
6545,17.00,24676.18,0.09
6589,17.00,25424.86,0.08
6626,5.00,7663.10,0.06
6636,11.00,16968.93,0.09
6653,17.00,26514.05,0.00
6690,28.00,44707.32,0.05
6708,24.00,38752.80,0.00
6871,30.00,53336.10,0.00
6915,7.00,12753.37,0.00
6947,28.00,51910.32,0.05
6992,7.00,13292.93,0.00
6996,27.00,51380.73,0.05
7034,12.00,11292.36,0.04
7093,21.00,21001.89,0.10
7187,8.00,8753.44,0.03
7200,13.00,14393.60,0.10
7240,17.00,19503.08,0.03
7271,8.00,9426.16,0.04
7284,8.00,9530.24,0.00
7330,25.00,30933.25,0.01
7361,21.00,26635.56,0.10
7393,26.00,33810.14,0.01
7395,25.00,32559.75,0.05
7436,1.00,1343.43,0.04
7519,9.00,12838.59,0.08
7523,23.00,32901.96,0.00
7538,16.00,23128.48,0.00
7542,16.00,23192.64,0.04
7742,27.00,44542.98,0.07
7754,28.00,46529.00,0.06
7815,11.00,18950.91,0.06
7836,22.00,38364.26,0.04
7879,15.00,26803.05,0.02
7897,11.00,19853.79,0.01
7913,21.00,38239.11,0.07
7925,30.00,54987.60,0.03
7968,10.00,18759.60,0.08
8026,30.00,28020.60,0.03
8131,1.00,1039.13,0.04
8138,28.00,29291.64,0.08
8158,3.00,3198.45,0.04
8232,4.00,4560.92,0.08
8265,25.00,29331.50,0.00
8377,7.00,8997.59,0.03
8401,13.00,17022.20,0.01
8444,28.00,37868.32,0.06
8447,10.00,13554.40,0.09
8482,15.00,20857.20,0.00
8512,27.00,38353.77,0.08
8579,19.00,28263.83,0.07
8619,5.00,7638.05,0.10
8645,19.00,29519.16,0.09
8655,23.00,35963.95,0.00
8782,15.00,25361.70,0.04
8800,7.00,11961.60,0.08
8830,2.00,3477.66,0.10
8905,9.00,16325.10,0.02
8951,27.00,50218.65,0.03
8967,11.00,20635.56,0.09
9024,8.00,7464.16,0.02
9040,10.00,9490.40,0.08
9093,8.00,8016.72,0.01
9115,30.00,30723.30,0.10
9160,18.00,19244.88,0.03
9226,18.00,20433.96,0.08
9249,11.00,12740.64,0.03
9309,2.00,2436.60,0.01
9373,13.00,16670.81,0.04
9380,28.00,36102.64,0.01
9383,7.00,9046.66,0.06
9502,29.00,40933.50,0.09
9525,24.00,34428.48,0.08
9678,5.00,7938.35,0.05
9761,20.00,33415.20,0.08
9773,25.00,42069.25,0.10
9820,5.00,8649.10,0.08
9838,19.00,33208.77,0.01
9845,30.00,52645.20,0.01
9864,14.00,24834.04,0.05
9893,27.00,48678.03,0.03
9899,8.00,14471.12,0.03
9981,13.00,24582.74,0.10
10014,1.00,924.01,0.00
10033,15.00,14145.45,0.01
10131,9.00,9370.17,0.03
10228,22.00,25040.84,0.04
10256,15.00,17493.75,0.00
10301,4.00,4845.20,0.01
10317,3.00,3681.93,0.03
10320,28.00,34448.96,0.02
10323,5.00,6166.60,0.09
10333,29.00,36056.57,0.02
10334,9.00,11198.97,0.10
10368,25.00,31959.00,0.08
10395,26.00,33940.14,0.02
10456,25.00,34161.25,0.03
10494,26.00,36516.74,0.00
10499,24.00,33827.76,0.07
10518,17.00,24284.67,0.00
10707,20.00,32354.00,0.10
10713,13.00,21108.23,0.01
10718,30.00,48861.30,0.04
10822,16.00,27725.12,0.06
10831,29.00,50513.07,0.02
10867,27.00,48002.22,0.00
10910,18.00,32776.38,0.10
11057,23.00,22265.15,0.03
11096,8.00,8056.72,0.08
11107,14.00,14253.40,0.07
11147,25.00,26453.50,0.02
11190,24.00,26428.56,0.04
11205,29.00,32369.80,0.07
11231,12.00,13706.76,0.10
11238,9.00,10343.07,0.06
11240,25.00,28781.00,0.10
11252,4.00,4653.00,0.09
11258,9.00,10523.25,0.10
11311,26.00,31780.06,0.02
11369,16.00,20485.76,0.06
11497,24.00,33803.76,0.09
11499,29.00,40904.21,0.10
11570,13.00,19260.41,0.09
11576,10.00,14875.70,0.00
11659,2.00,3141.30,0.01
11688,20.00,31993.60,0.10
11698,22.00,35413.18,0.09
11704,27.00,43623.90,0.06
11731,12.00,19712.76,0.08
11732,12.00,19724.76,0.03
11737,19.00,31325.87,0.09
11746,26.00,43101.24,0.02
11795,16.00,27308.64,0.01
11805,30.00,51504.00,0.00
11819,15.00,25962.15,0.05
11845,21.00,36893.64,0.01
11851,2.00,3525.70,0.05
11892,22.00,39685.58,0.09
11898,27.00,48867.03,0.07
11919,19.00,34787.29,0.03
11934,25.00,46148.25,0.00
12000,29.00,26448.00,0.04
12107,22.00,22420.20,0.05
12160,9.00,9649.44,0.02
12177,17.00,18515.89,0.06
12240,13.00,14979.12,0.06
12243,9.00,10397.16,0.07
12245,5.00,5786.20,0.01
12323,2.00,2470.64,0.02
12395,8.00,10459.12,0.09
12441,28.00,37896.32,0.09
12495,26.00,36594.74,0.03
12556,20.00,29371.00,0.00
12578,30.00,44717.10,0.01
12586,7.00,10490.06,0.05
12679,8.00,12733.36,0.05
12707,30.00,48591.00,0.10
12710,5.00,8113.55,0.09
12717,18.00,29334.78,0.09
12732,13.00,21381.49,0.09
12771,23.00,38726.71,0.10
12774,3.00,5060.31,0.04
12827,20.00,34796.40,0.09
12869,18.00,32073.48,0.09
12872,11.00,19633.57,0.01
12919,18.00,32974.38,0.06
12937,15.00,27748.95,0.05
12974,8.00,15095.76,0.00
13008,16.00,14736.00,0.06
13046,17.00,16303.68,0.00
13072,14.00,13790.98,0.05
13089,12.00,12024.96,0.01
13110,1.00,1023.11,0.06
13114,19.00,19515.09,0.07
13170,5.00,5415.85,0.08
13233,6.00,6877.38,0.04
13268,3.00,3543.78,0.01
13279,20.00,23845.40,0.09
13316,15.00,18439.65,0.00
13331,12.00,14931.96,0.08
13342,7.00,8787.38,0.10
13438,17.00,22974.31,0.03
13528,28.00,40362.56,0.06
13538,23.00,33385.19,0.10
13553,22.00,32264.10,0.01
13564,6.00,8865.36,0.02
